REP-EVENT,MatchedInfo,SentenceId,Text
,Exact Match,103.0,"In the weeks before the November election, Ortega gave a U.N. speech denouncing talks held in Rio de Janeiro on electoral reform.  (Daniel Ortega)"
,Exact Match,103.0,"In the weeks before the November election, Ortega gave a U.N. speech denouncing talks held in Rio de Janeiro on electoral reform.  (Daniel Ortega)"
,Exact Match,20.0,Sail received the Sahitya Akadami Award in Konkani language for his short story collection Taranga(तरंगा) in 1993.  (Mahabaleshwar Sail)
,Exact Match,0.0,Shafiq-ur-Rahman (Urdu:  شفیق الرحمن‎) (9 November 1920 – 19 March 2000) was a Pakistani humorist and a short-story writer of Urdu language.  (Shafiq-ur-Rahman (humorist))
,Exact Match,0.0,Shafiq-ur-Rahman (Urdu:  شفیق الرحمن‎) (9 November 1920 – 19 March 2000) was a Pakistani humorist and a short-story writer of Urdu language.  (Shafiq-ur-Rahman (humorist))
,Exact Match,12.0,"In a deal brokered between the Government of Cuba and the Roman Catholic Church, González and 51 other ""Black Spring"" political prisoners and their families were released and sent to Spain.  (Ricardo González Alfonso)"
,Exact Match,12.0,"In a deal brokered between the Government of Cuba and the Roman Catholic Church, González and 51 other ""Black Spring"" political prisoners and their families were released and sent to Spain.  (Ricardo González Alfonso)"
,Exact Match,9.0,"After graduating from Stanford in 1990, instead of pursuing professional sports, he set his eyes on running for president of his native Equatorial Guinea with hopes of establishing freedom of speech, raising the standard of living and education.  (Gus Envela, Jr.)"
,Exact Match,9.0,"After graduating from Stanford in 1990, instead of pursuing professional sports, he set his eyes on running for president of his native Equatorial Guinea with hopes of establishing freedom of speech, raising the standard of living and education.  (Gus Envela, Jr.)"
,Exact Match,9.0,"After graduating from Stanford in 1990, instead of pursuing professional sports, he set his eyes on running for president of his native Equatorial Guinea with hopes of establishing freedom of speech, raising the standard of living and education.  (Gus Envela, Jr.)"
,Exact Match,7.0,"April 6, 2018, he participated in the meeting of the President of Indonesia Joko Widodo with a group of Indonesian writers in the State Palace in Jakarta.  (Lesik Kati Ara)"
,Exact Match,3.0,"The son of a Spanish diplomat, he spent his childhood traveling from Portugal to France to Belgium and Morocco.  (Jomí García Ascot)"
,Exact Match,3.0,"The son of a Spanish diplomat, he spent his childhood traveling from Portugal to France to Belgium and Morocco.  (Jomí García Ascot)"
,Exact Match,340.0,"In the Soka Gakkai tradition, we are taught how to sing it.  (Tina Turner)"
,Exact Match,159.0,"She used her access to form a coalition of leaders from black organizations called the Federal Council of Negro Affairs, but which came to be known as the Black Cabinet.  (Mary McLeod Bethune)"
,Exact Match,159.0,"She used her access to form a coalition of leaders from black organizations called the Federal Council of Negro Affairs, but which came to be known as the Black Cabinet.  (Mary McLeod Bethune)"
,Exact Match,159.0,"She used her access to form a coalition of leaders from black organizations called the Federal Council of Negro Affairs, but which came to be known as the Black Cabinet.  (Mary McLeod Bethune)"
,Exact Match,159.0,"She used her access to form a coalition of leaders from black organizations called the Federal Council of Negro Affairs, but which came to be known as the Black Cabinet.  (Mary McLeod Bethune)"
,Exact Match,4.0,"Tawfiq wrote articles for the ""Culture"" section of the Qatar-based Ash-Sharq journal.  (Hasan Tawfiq)"
,Exact Match,3.0,"Wafaa Abed Al Razzaq participated in a lot of poetry festivals and in the foundation of: From the Dairy of the War Chilled, translated from Arabic to French by Hédia DRIDI, co-revised by Josyane De Jesus-Bergey et Mohamed Rafrafi and published by L'Harmattan Edition, Paris December 2008, with the title: Mémoires de l'enfant de la guerre – Ne volez pas ma voix.  (Wafaa Abed Al Razzaq)"
,Exact Match,3.0,"Wafaa Abed Al Razzaq participated in a lot of poetry festivals and in the foundation of: From the Dairy of the War Chilled, translated from Arabic to French by Hédia DRIDI, co-revised by Josyane De Jesus-Bergey et Mohamed Rafrafi and published by L'Harmattan Edition, Paris December 2008, with the title: Mémoires de l'enfant de la guerre – Ne volez pas ma voix.  (Wafaa Abed Al Razzaq)"
,Exact Match,28.0,"He is currently involved in teaching AIDS awareness to children and education in the use of condoms, travelling to schools all over South Africa to spread the message of safe, responsible sex.  (Pieter-Dirk Uys)"
,Exact Match,28.0,"He is currently involved in teaching AIDS awareness to children and education in the use of condoms, travelling to schools all over South Africa to spread the message of safe, responsible sex.  (Pieter-Dirk Uys)"
,Exact Match,28.0,"He is currently involved in teaching AIDS awareness to children and education in the use of condoms, travelling to schools all over South Africa to spread the message of safe, responsible sex.  (Pieter-Dirk Uys)"
regarded,Exact Match,3.0,"He is regarded as one of the Promoción del 50, a group of 1950's poets, mainly from the Academia Universitaria and the Faculty of Philosophy in Asunción who wrote socially engaged poetry during Alfredo Stroessner's dictatorship (1954–1989).   (José Ricardo Mazó)"
,Exact Match,3.0,"He is regarded as one of the Promoción del 50, a group of 1950's poets, mainly from the Academia Universitaria and the Faculty of Philosophy in Asunción who wrote socially engaged poetry during Alfredo Stroessner's dictatorship (1954–1989).   (José Ricardo Mazó)"
,Exact Match,11.0,"His first solo painting exhibition was held in British Council, Kolkata in 1982.  (Purnendu Pattrea)"
,Exact Match,17.0,"In 2008, she was named the Shirley Carter Burden Visiting Professor of Photography at Harvard University.  (Catherine Lord)"
,Exact Match,7.0,"She also worked for the Rajiv Gandhi Foundation, where she started up the Interact project for the education of the children of the victims of terrorism in different parts of India.  (Radhika Jha)"
,Exact Match,7.0,"She also worked for the Rajiv Gandhi Foundation, where she started up the Interact project for the education of the children of the victims of terrorism in different parts of India.  (Radhika Jha)"
,Exact Match,25.0,In 1995 he was re-elected to the Armenian Parliament as a leader of the UNSD faction.  (Paruyr Hayrikyan)
,Exact Match,24.0,"As it made its way southward toward Saigon, the dish became sweeter and spicier and more cosmopolitan, with custom additions of sauces and herbs, representing the more capitalist influences of the commercialized south.  (Andrea Nguyen)"
,Exact Match,200.0,"Indian officials who attended the funeral included central minister Subodh Kant Sahay; Vishwa Hindu Parishad (VHP) leader Ashok Singhal; and former Uttar Pradesh assembly speaker and state BJP leader Keshri Nath Tripathi, as well as top local officials.  (Maharishi Mahesh Yogi)"
,Exact Match,33.0,"After a brief time in Toronto, he moved to Temagami (Tema-Augama), Northern Ontario, where he worked as a fur trapper, a wilderness guide at Keewaydin camp, and a forest ranger.  (Grey Owl)"
,Exact Match,33.0,"After a brief time in Toronto, he moved to Temagami (Tema-Augama), Northern Ontario, where he worked as a fur trapper, a wilderness guide at Keewaydin camp, and a forest ranger.  (Grey Owl)"
,Exact Match,33.0,"After a brief time in Toronto, he moved to Temagami (Tema-Augama), Northern Ontario, where he worked as a fur trapper, a wilderness guide at Keewaydin camp, and a forest ranger.  (Grey Owl)"
,Exact Match,103.0,He was on holiday in Greece with his wife when the news broke.  (Seamus Heaney)
,Exact Match,187.0,Alan Bass was responsible for several early translations; Bennington and Peggy Kamuf have continued to produce translations of his work for nearly twenty years.  (Jacques Derrida)
,Exact Match,5.0,Neal started modeling for Shiseido and Pond's skin-care ads.  (Diane M. Burns)
,Exact Match,56.0,Many Mexican celebrities and Chespirito's former co-stars took to Twitter to express their feelings and send their condolences to Chespirito's widow and family.  (Chespirito)
,Exact Match,79.0,"On October 7, the RCA Music Group announced that it was disbanding J Records along with Arista Records and Jive Records, meaning that all artists (including Foxx) previously signed to the three labels will release their future material on the RCA Records brand.  (Jamie Foxx)"
,Exact Match,7.0,"On finishing school, he won the first prize in an all-India essay competition on the Tokyo Olympics.  (Prakash Karat)"
said,Exact Match,317.0,"She said (speaking of the three leaders who received the reward on this day): ""All three leaders have been staunch allies of the United States, particularly in combating terrorism"".  (Álvaro Uribe Vélez)"
,Exact Match,5.0,"While a student, he joined the Seaman's Union.  (John Gordon Davis)"
,Exact Match,66.0,"Douglas R. Groothuis, professor of philosophy at Denver Seminary, says that ""Yoga was a Hindu practice structured to help people attain a higher spiritual state within, and that is incompatible with Christian teachings"", further he adds, ""I don't think Christian Yoga works, It's an oxymoron"".  (Rajiv Malhotra)"
,Exact Match,9.0,He had written many poems about river Pamba since he spent his childhood days playing on the shores of Pampa.  (Nellikkal Muraleedharan)
,Exact Match,9.0,He had written many poems about river Pamba since he spent his childhood days playing on the shores of Pampa.  (Nellikkal Muraleedharan)
,Exact Match,17.0,This book is included in the University of Mumbai's syllabus.  (Shantabai Kamble)
,Exact Match,31.0,"In 1986 she set out for England, where she worked as a Cultural Associate in the Mexican Embassy in London, until 1988.  (Margo Glantz)"
,Exact Match,31.0,"In 1986 she set out for England, where she worked as a Cultural Associate in the Mexican Embassy in London, until 1988.  (Margo Glantz)"
,Exact Match,18.0,"She went for further studies at the University of Nigeria, (UNN), Nsukka, Enugu, graduating with a bachelor's degree (Second-Class Upper Division) in Education and English.   (Joy Chinwe Eyisi)"
,Exact Match,18.0,"She went for further studies at the University of Nigeria, (UNN), Nsukka, Enugu, graduating with a bachelor's degree (Second-Class Upper Division) in Education and English.   (Joy Chinwe Eyisi)"
,Exact Match,3.0,"They currently reside in Los Angeles, United States.  (Bruna Lombardi)"
,Exact Match,50.0,"DeLilah Mosby and her daughter, Selma, meet difficulties with backbone and resolve to make a home for themselves in the city, and Selma has a baby, Chloe.  (Karla F.C. Holloway)"
,Exact Match,17.0,"With her he had four children: Tifara, Eva, Rachel, and Evan ""Mose"" Hyde (DJ and manager of Krem Television).  (Evan X Hyde)"
,Exact Match,6.0,"His most notable works include two poems, Tab Tumhari Nishtha Kya Hogi and Shambook, besides a criticism titled Philosophy of Dalit Literature.  (Kanwal Bharti)"
,Exact Match,11.0,His parents were British expatriates living in Nigeria where his father was a Methodist lay preacher who travelled around the country evangelising.  (Malcolm Guite)
,Exact Match,13.0,"Besides he has worked as an honorary editor of Malayalam Publications and Olive Publications, Kozhikode.  (Akbar Kakkattil)"
,Exact Match,16.0,"In the summer of 2000, Aslan and fellow writer Hamdi Abu Golail were subjected to a lawsuit by a maverick Islamist lawyer following a campaign of agitation by the newspaper Al-Shaab.  (Ibrahim Aslan)"
,Exact Match,21.0,The Tantanoola Tiger is set in southeast South Australia in 1900.  (Elizabeth Haran)
,Exact Match,22.0,"In 2007, Visor Editores from Spain published his ""Poesía Completa"".  (Rodolfo Hinostroza)"
,Exact Match,37.0,"Moreno's stories, including the first lines of the final text, were compiled in the volume Cuentos Completos, published by Editorial Norma in 2001, within the collection La Otra Orilla.  (Marvel Moreno)"
,Exact Match,37.0,"Moreno's stories, including the first lines of the final text, were compiled in the volume Cuentos Completos, published by Editorial Norma in 2001, within the collection La Otra Orilla.  (Marvel Moreno)"
,Exact Match,29.0,"In the fall of 2010, Hamilton served as a Public Media Corps (PMC) Fellow which allowed her to promote social media tools to underserved communities.  (Robin N. Hamilton)"
,Exact Match,29.0,"In the fall of 2010, Hamilton served as a Public Media Corps (PMC) Fellow which allowed her to promote social media tools to underserved communities.  (Robin N. Hamilton)"
,Exact Match,17.0,He was made the Producer Emeritus of Akashavani in 1982.  (Balantrapu Rajanikanta Rao)
,Exact Match,10.0,Twilight is published by Text Publishing in Australia and by Viking Penguin in the United States and India.  (Azhar Abidi)
,Exact Match,3.0,He graduated with a degree in philosophy from the University of Algiers.  (Amara Lakhous)
,Exact Match,2.0,"Barros was born in Cuiabá, and is regarded by critics as one of the great names of contemporary Brazilian poetry, and by many authors he has been considered the greatest living poet from Brazil.  (Manoel de Barros)"
,Exact Match,1.0,"Jefferson resides in Portland, Oregon.  (Jemiah Jefferson)"
,Exact Match,110.0,"From November 1974 through December 1983, 49 consecutive heterotopic heart transplants on 43 patients were performed at Groote Schuur.  (Christiaan Barnard)"
,Exact Match,60.0,This is a theme Illouz has developed especially since becoming a member of the Center for the Study for Rationality at the Hebrew University in 2006.  (Eva Illouz)
,Exact Match,60.0,This is a theme Illouz has developed especially since becoming a member of the Center for the Study for Rationality at the Hebrew University in 2006.  (Eva Illouz)
,Exact Match,179.0,"He founded the Council for Black Education and Research, an independent project for alternative education involving young adults.  (Es'kia Mphahlele)"
,Exact Match,9.0,"In 1992, Dong Abay, Eric Gancio and Larry Mapolon met in Patatag, a progressive vocal ensemble.  (Dong Abay)"
,Exact Match,2.0,"A pensioner at the French Academy in Rome in 2005, he now lives and works in Paris.  (Salim Bachi)"
,Exact Match,2.0,"A pensioner at the French Academy in Rome in 2005, he now lives and works in Paris.  (Salim Bachi)"
,Exact Match,2.0,"A pensioner at the French Academy in Rome in 2005, he now lives and works in Paris.  (Salim Bachi)"
,Exact Match,21.0,"Birdsell's first book, a collections of interconnected short stories, Night Travellers(1982), is set in the imaginary Manitoba town of Agassiz, and concerns the large Lafreniere family: the teenaged sisters Betty, Lureen and Truda, their Mennonite mother Mika and their Métis father Maurice and the girls’ maternal grandparents, Oma and Opa Thiessen.  (Sandra Birdsell)"
,Exact Match,23.0,His article on Baobab in 2002 won an award in the International Federation of Environmental Journalists contest organized by Conservation International.  (Kofi Akpabli)
,Exact Match,9.0,"Hours before Sada's death, he was awarded Mexico's prestigious National Prize for Arts and Sciences in the Literature category.  (Daniel Sada)"
,Exact Match,30.0,"It is a short, one-act play set in Kentucky, centering around the lives of a couple, Mare and Lucius, who have been married for 110 years.  (Suzan-Lori Parks)"
,Exact Match,8.0,"He has taught at California Polytechnic State University in San Luis Obispo, California, Escuela Tlatelolco in Denver, Colorado, and at the University of Texas at Austin.  (Alurista)"
,Exact Match,3.0,She completed her secondary studies at the National Lyceum Kwame N'Krumah.  (Odete Semedo)
,Exact Match,210.0,"The concert was organized by Amnesty International and also featured Bono, Damien Rice, Vanessa Redgrave and many others.  (Angélique Kidjo)"
,Exact Match,206.0,"As the protests turned violent, Bedi received threats that her house would be set on fire.  (Kiran Bedi)"
,Exact Match,28.0,"Television could be a splendid forum so public figures and citizens in general (students, scholars, business, military, and religious people, workers, and farmers) can debate (not just talk) about urgent subjects on our public agenda.He debuted on television in 1987 as the author of the series Biografía del Poder (Biography of Power), produced by the Film Production Center, and transmitted through the state’s network Imevisión.  (Enrique Krauze)"
,Exact Match,22.0,"Authors Paul Mason and William Jefferson say that he was born 12 January 1917 in Jabalpur, Central Provinces, British India (now Madhya Pradesh, India).  (Maharishi Mahesh Yogi)"
,Exact Match,16.0,"He traveled widely; besides Iquitos, Lima, and Cuzco in Peru, he has resided in London, Paris, Rome, Madrid, and Barcelona.  (César Calvo)"
,Exact Match,16.0,"He traveled widely; besides Iquitos, Lima, and Cuzco in Peru, he has resided in London, Paris, Rome, Madrid, and Barcelona.  (César Calvo)"
,Exact Match,24.0,Netflix has announced a webseries on the book.  (Anand Neelakantan)
,Exact Match,6.0,He later received an honorary doctorate of laws from Dickinson School of Law in 1978.  (Clarence Muse)
,Exact Match,18.0,"In 2018, Dawes was elected a Chancellor of the Academy of American Poets.  (Kwame Dawes)"
,Exact Match,4.0,"He attended college at Western Kentucky University, then earned an MFA at Rutgers University–Newark.  (Saeed Jones)"
,Exact Match,4.0,"He attended college at Western Kentucky University, then earned an MFA at Rutgers University–Newark.  (Saeed Jones)"
,Exact Match,3.0,She escaped the country and spent several years travelling through Africa before being granted a refugee visa to the United States.  (Clemantine Wamariya)
,Exact Match,3.0,She escaped the country and spent several years travelling through Africa before being granted a refugee visa to the United States.  (Clemantine Wamariya)
,Exact Match,3.0,She escaped the country and spent several years travelling through Africa before being granted a refugee visa to the United States.  (Clemantine Wamariya)
,Exact Match,8.0,"Other important works include: Tras las Huellas de Mi Olvido, La Sonámbula and Tu Ropa en mi Armario.  (Bibiana Camacho)"
,Exact Match,6.0,"In 2017, he received the Padma Vibhushan, India's second-highest civilian award, from the Government of India for his contributions to social welfare.  (Jaggi Vasudev)"
,Exact Match,26.0,In 1989 he became adjunct professor at the Instituto de Investigaciones Económicas at UNAM.  (Imanol Ordorika Sacristán)
,Exact Match,15.0,"While working as an assistant librarian at Tougaloo in 1966, Brocks-Shedd met writer-in-residence Audre Lorde; Lorde encouraged her to submit her poems to the college's literary magazine, Pound.  (Virgia Brocks-Shedd)"
,Exact Match,15.0,"While working as an assistant librarian at Tougaloo in 1966, Brocks-Shedd met writer-in-residence Audre Lorde; Lorde encouraged her to submit her poems to the college's literary magazine, Pound.  (Virgia Brocks-Shedd)"
,Exact Match,20.0,"His first book Huerto Cerrado published in 1968, was a finalist for the Casa de las Américas literary prize awarded in Cuba and is a collection of short stories written in different styles and points of view about a young protagonist, Manolo, a member of Lima's upper class, as he comes of age in 1950s Lima.   (Alfredo Bryce Echenique)"
,Exact Match,20.0,"His first book Huerto Cerrado published in 1968, was a finalist for the Casa de las Américas literary prize awarded in Cuba and is a collection of short stories written in different styles and points of view about a young protagonist, Manolo, a member of Lima's upper class, as he comes of age in 1950s Lima.   (Alfredo Bryce Echenique)"
,Exact Match,9.0,"At the age of 22, he visited St. Kitts for the first time since his family had left the island in 1958.  (Caryl Phillips)"
,Exact Match,13.0,"He is former chair of the Humanities Council of Washington, D.C., and has served on the boards of the AWP, the Edmund Burke School, PEN American Center, PEN/Faulkner Foundation, and the Washington Area Lawyer for the Arts (WALA).  (E. Ethelbert Miller)"
,Exact Match,13.0,"He is former chair of the Humanities Council of Washington, D.C., and has served on the boards of the AWP, the Edmund Burke School, PEN American Center, PEN/Faulkner Foundation, and the Washington Area Lawyer for the Arts (WALA).  (E. Ethelbert Miller)"
,Exact Match,1.0,"He lived in Milan, where he amassed a large collection of Dada and Surrealist art, including many works by personal friends such as Marcel Duchamp, André Breton, Man Ray, and Jean Arp.  (Arturo Schwarz)"
,Exact Match,1.0,"He lived in Milan, where he amassed a large collection of Dada and Surrealist art, including many works by personal friends such as Marcel Duchamp, André Breton, Man Ray, and Jean Arp.  (Arturo Schwarz)"
,Exact Match,31.0,The LSA organizes the annual Lagos Conference held in Lagos (Nigeria) and holds panels at international conferences of the African Studies Association of the United States and the African Studies Association of the United Kingdom.  (Saheed Aderinto)
,Exact Match,4.0,"The novel won the SABC/You magazine I am a writer Competition in 2007, as well as the MER Prize for Best Youth Novel at the Mnet Via Afrika Awards in 2008.  (S.A. Partridge)"
,Exact Match,11.0,"Following the Nissan financial turnaround, in 2002 Fortune awarded him Asia Businessman of the Year.  (Carlos Ghosn)"
,Exact Match,1.0,He was born in Srinagar to a Kashmiri Hindu family and attended Jammu and Kashmir University.  (Moti Lal Kemmu)
,Exact Match,1.0,He was born in Srinagar to a Kashmiri Hindu family and attended Jammu and Kashmir University.  (Moti Lal Kemmu)
,Exact Match,6.0,Katoppo died in Bogor on 12 October 2007.  (Marianne Katoppo)
,Exact Match,209.0,He continues to be both a Chicago Bulls and Chicago Bears fan.  (Common)
,Exact Match,53.0,"Poland joined Iceland and Slovakia as the only three countries in Europe to offer HIV testing prior to entry for all migrants on arrival, with other EU countries limiting their tests to specific ethnic groups, mostly from sub-Saharan Africa, Asia, and Eastern Europe.  (Simon Mol)"
,Exact Match,49.0,The Central Committee plans to make use of his absence from mainstream life into an act of abduction by the Government.  (Lewis Nkosi)
,Exact Match,40.0,"Suee explores a number of areas in the lives of injecting drug users including treatment, care, peer and community support, rehabilitation and the workplace, and was produced in partnership with the Mumbai-based NGO Sankalp Rehabilitation Trust.  (Sai Paranjpye)"
,Exact Match,10.0,Lima went on to earn a PhD in linguistics from the University of Texas Rio Grande Valley.  (Rossy Evelin Lima)
,Exact Match,22.0,"The high point of the Urdu Language Center was organizing the First International Urdu Conference, was held at the UNO's headquarters, on 24 June 2000, under the auspices of the United Nations.  (Raees Warsi)"
,Exact Match,16.0,"In August 2020, Aisha Salaudeen made the British Vogue list of 50 Trailblazing Creatives And Young Activists From Across.  (Aisha Salaudeen)"
,Exact Match,117.0,"On 28 May 2020, the International Criminal Court gave Gbagbo permission to leave Belgium if certain conditions were met.  (Laurent Gbagbo)"
,Exact Match,9.0,"On February 3, the Balochistan Chief Minister Jam Kamal Khan took notice of Arman's death and sought an official report from the commissioner of Zhob Division within 48 hours.  (Arman Loni)"
,Exact Match,25.0,He had a fellowship from the University of Chicago's sociology department.  (E. Franklin Frazier)
,Exact Match,7.0,Later on he studied public health and obtained a doctorate in medical anthropology from the University of Amsterdam.  (Shahaduz Zaman)
,Exact Match,7.0,Later on he studied public health and obtained a doctorate in medical anthropology from the University of Amsterdam.  (Shahaduz Zaman)
,Exact Match,4.0,"His stories typically deal with cases of supernatural occurrence, divine intervention, reincarnation, ghosts, and are often based on or inspired by true stories reported from various locales around the state of Tamil Nadu.  (Indra Soundar Rajan)"
,Exact Match,24.0,"In the spring of 2015, he joined The New York Times Magazine to write a column on language.  (Colson Whitehead)"
,Exact Match,24.0,"In the spring of 2015, he joined The New York Times Magazine to write a column on language.  (Colson Whitehead)"
,Exact Match,3.0,"He spent his childhood and youth in Port Said; there he attended a French high school, leaving in 1947 with a Baccalauréat.   (Samir Amin)"
,Exact Match,3.0,"He spent his childhood and youth in Port Said; there he attended a French high school, leaving in 1947 with a Baccalauréat.   (Samir Amin)"
,Exact Match,3.0,"He spent his childhood and youth in Port Said; there he attended a French high school, leaving in 1947 with a Baccalauréat.   (Samir Amin)"
,Exact Match,29.0,"Carlos was diagnosed with stage 4 colon cancer in September 2016 and died in the Sholom Home East Hospice in St. Paul, Minnesota on December 29, 2016.  (Laurie Carlos)"
,Exact Match,29.0,"Carlos was diagnosed with stage 4 colon cancer in September 2016 and died in the Sholom Home East Hospice in St. Paul, Minnesota on December 29, 2016.  (Laurie Carlos)"
,Exact Match,4.0,"He received his BA in education from the University of London and worked for a time as a lecturer in Malawi before returning to the UK to study linguistics at University College, London in the early 1980s.  (Jack Mapanje)"
,Exact Match,4.0,"He received his BA in education from the University of London and worked for a time as a lecturer in Malawi before returning to the UK to study linguistics at University College, London in the early 1980s.  (Jack Mapanje)"
,Exact Match,4.0,"He received his BA in education from the University of London and worked for a time as a lecturer in Malawi before returning to the UK to study linguistics at University College, London in the early 1980s.  (Jack Mapanje)"
