annotator,author,sent_id,text,REP-EVENT,STATE,LOC,ORG,WRITER-PA,EVENT,WRITER-AG,TIME,ASP-EVENT
rossana,Q59630831,24.0,"Published by Michael Joseph Ltd. in the United Kingdom, the book became an instant bestseller, selling millions of copies around the world.  (John Gordon Davis)",,,,,,,the book,,became
rossana,Q59630831,24.0,"Published by Michael Joseph Ltd. in the United Kingdom, the book became an instant bestseller, selling millions of copies around the world.  (John Gordon Davis)",,,,,the book,Published,,,
rossana,Q10993,241.0,"Although no figures were officially disclosed, Golfweek magazine reported that it was for five years and could pay him as much as $100 million.  (Tiger Woods)",,,,,him,pay,,,
rossana,Q816459,255.0,"On September 12, 2019, HUD's inspector general released a report clearing Carson of misconduct.  (Ben Carson)",,,,,Carson,released,,"On September 12, 2019",
rossana,Q585879,22.0,"He started teaching in 2011 at the Lebanese Academy of Fine Arts (Académie libanaise des Beaux-Arts, ALBA).  (Alain Tasso)",,teaching,,"at the Lebanese Academy of Fine Arts (Académie libanaise des Beaux-Arts, ALBA)",,,He,in 2011,started
rossana,Q230969,348.0,"Her funeral was conducted by Bishop Eddie Long, who was described by then NAACP chairman Julian Bond as ""a raving homophobe"".  (Coretta Scott King)",,,,,Her funeral,conducted,,,
rossana,Q6122122,38.0,"Azad Gulati, himself a professor and an award-winning Urdu poet, echoed these sentiments when he reviewed the book in the April 1985 issue of the Iqbal Review   published by the Iqbal Academy in Lahore, Pakistan.  (Jagan Nath Azad)",,,"in Lahore, Pakistan",Iqbal Academy,the book,reviewed,,April 1985,
rossana,Q549281,24.0,"University of Pennsylvania political science professor Anne Norton wrote: Massad's brilliant and scholarly work is profoundly illuminating not only for the history of Palestine and the discourses surrounding it, but for the history of Europe and the United States and, finally, as an account that raises compelling theoretical questions.In his review in Nations and Nationalism, Israeli scholar Ephraim Nimni wrote: like his intellectual mentor, Massad reminds us of a long and honourable tradition of Jewish Intellectuals who could only envisage the solution to the Jewish Question through universal emancipation.  (Joseph Massad)",reminds,,,,,,Massad,,
rossana,Q549281,24.0,"University of Pennsylvania political science professor Anne Norton wrote: Massad's brilliant and scholarly work is profoundly illuminating not only for the history of Palestine and the discourses surrounding it, but for the history of Europe and the United States and, finally, as an account that raises compelling theoretical questions.In his review in Nations and Nationalism, Israeli scholar Ephraim Nimni wrote: like his intellectual mentor, Massad reminds us of a long and honourable tradition of Jewish Intellectuals who could only envisage the solution to the Jewish Question through universal emancipation.  (Joseph Massad)",illuminating,,,,,,,,
rossana,Q1931121,21.0,"In 1974 she met Ross Wetzsteon and Karen Durbin of The Village Voice and began writing for the publication on black feminism, her upbringing in Harlem in the 1950s and '60s, and her position in the black middle-class educated elite.  (Michele Wallace)",,,,,,writing,she,In 1974,began
rossana,Q1931121,21.0,"In 1974 she met Ross Wetzsteon and Karen Durbin of The Village Voice and began writing for the publication on black feminism, her upbringing in Harlem in the 1950s and '60s, and her position in the black middle-class educated elite.  (Michele Wallace)",,,,of The Village Voice,,met,she,In 1974,
rossana,Q7286603,40.0,"By 2017, the Mission had 102 Satsang centres, 39 Youth Group Centres and 227 Divine Touch Centres worldwide.  (Rakesh Jhaveri)",,,,,,,,,
rossana,Q329719,38.0,"The project also featured a large ensemble of well known Hollywood actors including Jim Caviezel, John Rhys-Davies, Jon Voight, Gary Sinise, Jason Alexander, Christopher McDonald, Marisa Tomei and John Schneider.  (Louis Gossett Jr.)",,,,,,,,,
rossana,Q3229613,9.0,"In May 2013, Vimeo and YouTube released a documentary short titled ""Leo Zelada.  (Leo Zelada)",,,,,Leo Zelada,released,,In May 2013,
rossana,Q7351961,32.0,"1 (Adelino Fontoura): Luís Murat ► Afonso d'Escragnolle Taunay ► Ivan Monteiro de Barros Lins ► Bernardo Élis ► Evandro Lins e Silva ► Ana Maria Machado 2 (Álvares de Azevedo): Coelho Neto ► João Neves da Fontoura ► João Guimarães Rosa ► Mário Palmério ► Tarcísio Padilha► Vacant 3 (Artur de Oliveira): Filinto de Almeida ► Roberto Simonsen ► Aníbal Freire da Fonseca ► Herberto Sales ► Carlos Heitor Cony ► Joaquim Falcão 4 (Basílio da Gama): Aluísio Azevedo ► Alcides Maia ► Viana Moog ► Carlos Nejar 5 (Bernardo Guimarães): Raimundo Correia ► Oswaldo Cruz ► Aloísio de Castro ► Cândido Mota Filho ► Rachel de Queiroz ► José Murilo de Carvalho 6 (Casimiro de Abreu): Teixeira de Melo ► Artur Jaceguai ► Goulart de Andrade ► Barbosa Lima Sobrinho ► Raimundo Faoro ► Cícero Sandroni 7 (Castro Alves): Valentim Magalhães ► Euclides da Cunha ► Afrânio Peixoto ► Afonso Pena Júnior ► Hermes Lima ► Pontes de Miranda ► Dinah Silveira de Queiroz ► Sérgio Correia da Costa ► Nelson Pereira dos Santos► Cacá Diegues 8 (Cláudio Manuel da Costa): Alberto de Oliveira ► Oliveira Viana ► Austregésilo de Athayde ► Antônio Calado ► Antônio Olinto ► Cleonice Berardinelli 9 (Gonçalves de Magalhães): Carlos Magalhães de Azeredo ► Marques Rebelo ► Carlos Chagas Filho ► Alberto da Costa e Silva 10 (Evaristo da Veiga):  Rui Barbosa ► Laudelino Freire ► Osvaldo Orico ► Orígenes Lessa ► Lêdo Ivo ► Rosiska Darcy de Oliveira 11 (Fagundes Varela): Lúcio de Mendonça ► Pedro Augusto Carneiro Lessa ► Eduardo Ramos ► João Luís Alves ► Adelmar Tavares ► Deolindo Couto ► Darcy Ribeiro ► Celso Furtado ► Hélio Jaguaribe ► Ignácio de Loyola Brandão 12 (França Júnior): Urbano Duarte de Oliveira ► Antônio Augusto de Lima ► Vítor Viana ► José Carlos de Macedo Soares ► Abgar Renault ► Lucas Moreira Neves ► Alfredo Bosi ► Vacant 13 (Francisco Otaviano): Alfredo d'Escragnolle Taunay ► Francisco de Castro ► Martins Júnior ► Sousa Bandeira ► Hélio Lobo ► Augusto Meyer ► Francisco de Assis Barbosa ► Sérgio Paulo Rouanet 14 (Franklin Távora): Clóvis Beviláqua ► Antônio Carneiro Leão ► Fernando de Azevedo ► Miguel Reale ► Celso Lafer 15 (Gonçalves Dias): Olavo Bilac ► Amadeu Amaral ► Guilherme de Almeida ► Odilo Costa Filho ► Marcos Barbosa ► Fernando Bastos de Ávila 16 (Gregório de Matos): Araripe Júnior ► Félix Pacheco ► Pedro Calmon ► Lygia Fagundes Telles 17 (Hipólito da Costa): Sílvio Romero ► Osório Duque-Estrada ► Edgar Roquette-Pinto ► Álvaro Lins ► Antônio Houaiss ► Affonso Arinos de Mello Franco► Vacant 18 (João Francisco Lisboa): José Veríssimo ► Barão Homem de Melo ► Alberto Faria ► Luís Carlos ► Pereira da Silva ► Peregrino Júnior ► Arnaldo Niskier 19 (Joaquim Caetano): Alcindo Guanabara ► Silvério Gomes Pimenta ► Gustavo Barroso ► Silva Melo ► Américo Jacobina Lacombe ► Marcos Almir Madeira ► Antônio Carlos Secchin 20 (Joaquim Manuel de Macedo): Salvador de Mendonça ► Emílio de Meneses ► Humberto de Campos ► Múcio Leão ► Aurélio de Lira Tavares ► Murilo Melo Filho 21 (Joaquim Serra): José do Patrocínio ► Mário de Alencar ► Olegário Mariano ► Álvaro Moreira ► Adonias Filho ► Dias Gomes ► Roberto Campos ► Paulo Coelho 22 (José Bonifácio the Younger): Medeiros e Albuquerque ► Miguel Osório de Almeida ► Luís Viana Filho ► Ivo Pitanguy 23 (José de Alencar): Machado de Assis ► Lafayette Rodrigues Pereira ► Alfredo Pujol ► Otávio Mangabeira ► Jorge Amado ► Zélia Gattai ► Luiz Paulo Horta 24 (Júlio Ribeiro): Garcia Redondo ► Luís Guimarães Filho ► Manuel Bandeira ► Cyro dos Anjos ► Sábato Magaldi 25 (Junqueira Freire): Franklin Dória ► Artur Orlando da Silva ► Ataulfo de Paiva ► José Lins do Rego ► Afonso Arinos de Melo Franco ► Alberto Venancio Filho 26 (Laurindo Rabelo): Guimarães Passos ► João do Rio ► Constâncio Alves ► Ribeiro Couto ► Gilberto Amado ► Mauro Mota ► Marcos Vilaça 27 (Antônio Peregrino Maciel Monteiro): Joaquim Nabuco ► Dantas Barreto ► Gregório da Fonseca ► Levi Carneiro ► Otávio de Faria ► Eduardo Portella► Antonio Cícero 28 (Manuel Antônio de Almeida): Inglês de Sousa ► Xavier Marques ► Menotti Del Picchia ► Oscar Dias Correia ► Domício Proença Filho 29 (Martins Pena): Artur Azevedo ► Vicente de Carvalho ► Cláudio de Sousa ► Josué Montello ► José Mindlin ► Geraldo Holanda Cavalcanti 30 (Pardal Mallet): Pedro Rabelo ► Heráclito Graça ► Antônio Austregésilo ► Aurélio Buarque de Holanda Ferreira ► Nélida Piñon 31 (Pedro Luís Pereira de Sousa): Luís Caetano Pereira Guimarães Júnior ► João Batista Ribeiro de Andrade Fernandes ► Paulo Setúbal ► Cassiano Ricardo ► José Cândido de Carvalho ► Geraldo França de Lima ► Moacyr Scliar ► Merval Pereira 32 (Manuel de Araújo Porto-Alegre): Carlos de Laet ► Ramiz Galvão ► Viriato Correia ► Joracy Camargo ► Genolino Amado ► Ariano Suassuna► Evaldo Cabral de Mello 33 (Raul Pompeia): Domício da Gama ► Fernando Magalhães ► Luís Edmundo ► Afrânio Coutinho ► Evanildo Bechara 34 (Sousa Caldas): João Manuel Pereira da Silva ► José Maria da Silva Paranhos, Jr. ► Lauro Müller ► Aquino Correia ► Magalhães Júnior ► Carlos Castelo Branco ► João Ubaldo Ribeiro ► Zuenir Ventura ► Evaldo Cabral de Mello 35 (Tavares Bastos): Rodrigo Otávio ► Rodrigo Otávio Filho ► José Honório Rodrigues ► Celso Cunha ► Cândido Mendes de Almeida 36 (Teófilo Dias): Afonso Celso ► Clementino Fraga ► Paulo Carneiro ► José Guilherme Merquior ► João de Scantimburgo 37 (Tomás António Gonzaga): José Júlio da Silva Ramos ► José de Alcântara Machado ► Getúlio Vargas ► Assis Chateaubriand ► João Cabral de Melo Neto ► Ivan Junqueira ► Ferreira Gullar ► Arno Wehling 38 (Tobias Barreto): Graça Aranha ► Alberto Santos-Dumont ► Celso Vieira ► Maurício Campos de Medeiros ► José Américo de Almeida ► José Sarney 39 (Francisco Adolfo de Varnhagen): Manuel de Oliveira Lima ► Alberto de Faria ► Rocha Pombo ► Rodolfo Garcia ► Elmano Cardim ► Otto Lara Resende ► Roberto Marinho ► Marco Maciel ► Vacant 40 (José Maria da Silva Paranhos, Sr.): Eduardo Prado ► Afonso Arinos ► Miguel Couto ► Alceu Amoroso Lima ► Evaristo de Moraes Filho  (Roberto de Oliveira Campos)",,,,,,,,,
rossana,Q4755150,4.0,"After earning a bachelor's degree and a master's degree in English from Harvard University's Radcliffe College, Lee lived in Russia for a year (1978–79) with her first husband.  (Andrea Lee)",,lived,,,,,Lee,for a yea,
rossana,Q4755150,4.0,"After earning a bachelor's degree and a master's degree in English from Harvard University's Radcliffe College, Lee lived in Russia for a year (1978–79) with her first husband.  (Andrea Lee)",,,,from Harvard University's Radcliffe College,,earning,Lee,,
rossana,Q3104338,6.0,"He spent the earliest years of his life growing up on the family farm just outside the town of Damoh, and attended Wynberg Allen Memorial School in Mussoorie, a small village in the Himalayas.  (Gerry Lockran)",,attended,in the Himalayas,Wynberg Allen Memorial School,,,He,,
rossana,Q3104338,6.0,"He spent the earliest years of his life growing up on the family farm just outside the town of Damoh, and attended Wynberg Allen Memorial School in Mussoorie, a small village in the Himalayas.  (Gerry Lockran)",,spent,the town of Damoh,,,,He,,
rossana,Q6835335,8.0,"In 2001, Wilbon was named the top sports columnist by the Society of Professional Journalists.  (Michael Wilbon)",,,,by the Society of Professional Journalists,Wilbon,named,,In 2001,
rossana,Q733091,7.0,"In 1998, his creation Willy Protagoras enfermé dans les toilettes (Willy Protagoras locked up in the toilets) was voted best Montreal-based production by l'Association québécoise des critiques de théâtre.  (Wajdi Mouawad)",,,,by l'Association québécoise des critiques de théâtre,his creation Willy Protagoras,voted,,In 1998,
rossana,Q7319529,9.0,She later received her M.F.A. in creative writing from Antioch University.  (Reyna Grande),,,,from Antioch University,She,received,,later,
rossana,Q6161826,47.0,"Through her advocacy for the victims, she was able to get them relocation assistance as well as call attention to a new practice taking place in Los Angeles where low-income renters are being taken advantage of with rent-a-room scams.  (Jasmyne Cannick)",,,in Los Angeles,,,call,she,,
rossana,Q6161826,47.0,"Through her advocacy for the victims, she was able to get them relocation assistance as well as call attention to a new practice taking place in Los Angeles where low-income renters are being taken advantage of with rent-a-room scams.  (Jasmyne Cannick)",,was,,,,,she,,
rossana,Q6161826,47.0,"Through her advocacy for the victims, she was able to get them relocation assistance as well as call attention to a new practice taking place in Los Angeles where low-income renters are being taken advantage of with rent-a-room scams.  (Jasmyne Cannick)",,advocacy,,,,,her,,
rossana,Q3546361,7.0,"Tjoa became famous after first novel, Karmila, was published in 1971.  (Marga T)",,,,,"first novel, Karmila",published,,in 197,
rossana,Q3546361,7.0,"Tjoa became famous after first novel, Karmila, was published in 1971.  (Marga T)",,famous,,,,,Tjoa,in 1971,became
rossana,Q217154,28.0,"He initially participated in the establishment of the Jonbesh-e Mosalmanan-e Mobarez (Movement of Militant Muslims) alongside Habibollah Peyman which eventually led him to join ranks with Mohammad Beheshti, who was a close associate of the revolution leader, Ruhollah Khomeini, and abandoned his previous connections with Ali Shariati.  (Mir-Hossein Mousavi)",,,,,him,led,,,
rossana,Q217154,28.0,"He initially participated in the establishment of the Jonbesh-e Mosalmanan-e Mobarez (Movement of Militant Muslims) alongside Habibollah Peyman which eventually led him to join ranks with Mohammad Beheshti, who was a close associate of the revolution leader, Ruhollah Khomeini, and abandoned his previous connections with Ali Shariati.  (Mir-Hossein Mousavi)",,,,the Jonbesh-e Mosalmanan-e Mobarez (Movement of Militant Muslims),,participated,He,,
rossana,Q3318564,4.0,"He also obtained a master’s degree and a Doctorate from the University of the Holy Qur’an in Khartoum under the supervision of Dr. Wahbah al-Zuhayli and Dr. Muhammad Ali al-Imam in 1996 When he began teaching at the university of Damascus, the Islamic Dawah college and religion basics in Damascus.  (Mohammad Habash)",,,in Damascus,the Islamic Dawah college,,teaching,he,,began
rossana,Q3318564,4.0,"He also obtained a master’s degree and a Doctorate from the University of the Holy Qur’an in Khartoum under the supervision of Dr. Wahbah al-Zuhayli and Dr. Muhammad Ali al-Imam in 1996 When he began teaching at the university of Damascus, the Islamic Dawah college and religion basics in Damascus.  (Mohammad Habash)",,,in Khartoum,from the University of the Holy Qur’an,,obtained,He,in 1996,
rossana,Q7192527,13.0,"In February 2004, in the first case considered by the Equality Court set up in terms of the Constitution of South Africa, de Vos and his partner won a case against the owners of a gay bar in Cape Town after the owners admitted that they had discriminated against de Vos's partner because of his race.  (Pierre de Vos)",,,in Cape Town,,,won,de Vos,In February 2004,
rossana,Q7322615,13.0,"The poet is also the co-founder of a collective of artists based in Berlin, which organizes weekly performances and live acts at the club Neue Berliner Initiative, including artists, musicians and bands such as Kevin Blechdom, Wolfgang Müller of Die Tödliche Doris, JD Samson and Johanna Fateman of Le Tigre, Mystery Jets, Stereo Total, Mount Sims, Shunda K of Yo Majesty, Bruce LaBruce and Angie Reed, among others.  (Ricardo Domeneck)",,is,,,,,The poet,,
rossana,Q166458,10.0,"In Al-barnamadj al-islami (The Islamic Program), he wrote the following in the preface, when the end of the Cold War became apparent in 1991 (""A Disrupted World"", pp. 6–8):The collapse of Marxism doesn't mean that capitalism will succeed.  (Gamal al-Banna)",,,,,,wrote,he,in 1991,
rossana,Q8064769,101.0,"Zaib-un-Nissa put her career on hold to be with her husband, and visited Pakistan regularly.  (Zaib-un-Nissa Hamidullah)",,,Pakistan,,,visited,Zaib-un-Nissa,,
rossana,Q8064769,101.0,"Zaib-un-Nissa put her career on hold to be with her husband, and visited Pakistan regularly.  (Zaib-un-Nissa Hamidullah)",,,,,,put,Zaib-un-Nissa,,
rossana,Q5085940,9.0,"Her paternal aunts –  Margaretta Forten, Sarah Louisa Forten Purvis, and Harriet Forten Purvis – and her paternal grandmother, Charlotte Vandine Forten, were all founding members of the Philadelphia Female Anti-Slavery Society.  (Charlotte Forten Grimké)",,,,,,,,,
rossana,Q4121378,72.0,"In 2019, the United States Postal Service announced that Spencer would featured in a 2020 Forever stamp honoring figures of the Harlem Renaissance.  (Anne Spencer)",announced,,,,Spencer,featured,,2020,
rossana,Q3867164,1.0,"His father was a colonial administrator in Zambézia, Mozambique, where Macedo grew up till the age of 12.  (Hélder Macedo)",,grew,,,,,Macedo,till the age of 12,
rossana,Q1174969,21.0,After his Army service he graduated from the University of Wisconsin with a B.S. Degree in philosophy.  (David Kherdian),,,,from the University of Wisconsin,,graduated,he,,
rossana,Q1174969,21.0,After his Army service he graduated from the University of Wisconsin with a B.S. Degree in philosophy.  (David Kherdian),,Army service,,,,,his,,
rossana,Q7803719,23.0,"Lee worked for the University of the Witwatersrand, while Jenkin ran the ""cell"" on his own in Cape Town.  (Tim Jenkin)",,ran,his own in Cape Town,,,,Jenkin,,
rossana,Q170515,106.0,"And that's what I play in this film.Sharif's later film roles included performances in Hidalgo (2004), Imperium: Saint Peter (2005) playing the title role for Italian television, One Night with the King (2005) (again with O'Toole), and 10,000 BC (2008) as the narrator.  (Omar Sharif)",,,,,,performances,Sharif's,2008,
rossana,Q213512,36.0,This led to a recording contract with Warner Bros..  (Bill Cosby),,,,,,,,,
rossana,Q4730755,2.0,"In 1974 he left South Africa, living in North America, Europe and the Middle East, before returning in 1986.  (Allan Kolski Horwitz)",,,,,,returning,he,in 1986,
rossana,Q4730755,2.0,"In 1974 he left South Africa, living in North America, Europe and the Middle East, before returning in 1986.  (Allan Kolski Horwitz)",,living,"in North America, Europe and the Middle East",,,,he,,
rossana,Q4730755,2.0,"In 1974 he left South Africa, living in North America, Europe and the Middle East, before returning in 1986.  (Allan Kolski Horwitz)",,,South Africa,,,left,he,In 1974,
rossana,Q4648101,152.0,"President Clinton awarded him the Presidential Medal of Freedom in 1995.  (A. Leon Higginbotham, Jr.)",,,,,him,awarded,,in 1995,
rossana,Q20609549,19.0,"He also received honorary doctorates from Punjabi University and Guru Nanak Dev University, Amritsar.  (Sardara Singh Johl)",,,Amritsar,Guru Nanak Dev University,He,received,,,
rossana,Q6961382,25.0,"After working for nearly two decades, with French assistance, Narayanan's team developed the Vikas engine used by several ISRO rockets including the Polar Satellite Launch Vehicle (PSLV) that took Chandrayaan-1 to the moon in 2008.  (Nambi Narayanan)",,,,,,developed,Narayanan's team,in 2008.,
rossana,Q6961382,25.0,"After working for nearly two decades, with French assistance, Narayanan's team developed the Vikas engine used by several ISRO rockets including the Polar Satellite Launch Vehicle (PSLV) that took Chandrayaan-1 to the moon in 2008.  (Nambi Narayanan)",,working,,,,,Narayanan's team,for nearly two decades,
rossana,Q3751867,48.0,"In 1947, the Spokane Daily Chronicle of Washington state described the paper as ""a red weekly"", saying that it ""has most of the markings of a Communist front publication.""  (Frank Marshall Davis)",saying,,,,the paper,,,,
rossana,Q3751867,48.0,"In 1947, the Spokane Daily Chronicle of Washington state described the paper as ""a red weekly"", saying that it ""has most of the markings of a Communist front publication.""  (Frank Marshall Davis)",,,of Washington state,the Spokane Daily Chronicle,the paper,described,,In 1947,
rossana,Q95120,18.0,"In late 1969 or early 1970, Shippey wrote his first academic work on Tolkien.  (Tom Shippey)",,,,,,wrote,Shippey,early 1970,
rossana,Q5547461,54.0,"Like several other plays that prominent women of the Harlem Renaissance wrote, A Sunday Morning in the South (1925) was provoked by the inconsistencies of American life.  (Georgia Douglas Johnson)",,,,,A Sunday Morning in the South,provoked,,1925,
rossana,Q15869,316.0,"The whereabouts of his ashes are believed to be known only to Austin, who has said that she will never reveal them.  (Freddie Mercury)",,,,,,,,,
rossana,Q7777199,27.0,"But if each one would light a candle we'd have a tremendous light.In 1989, shortly before her death, in recognition of her contributions to the service of the Church, she was awarded an honorary Doctorate in Religion by Boston College in Massachusetts.  (Thea Bowman)",,,,by Boston College in Massachusetts,she,awarded,,,
rossana,Q7777199,27.0,"But if each one would light a candle we'd have a tremendous light.In 1989, shortly before her death, in recognition of her contributions to the service of the Church, she was awarded an honorary Doctorate in Religion by Boston College in Massachusetts.  (Thea Bowman)",,,,,,death,her,"In 1989,",
rossana,Q48804448,18.0,"Kirkus Reviews called the book ""inspirational"" and  ""effective as art and as history"".  (Joyce Hansen)",,,,,the book,called,,,
rossana,Q3854319,65.0,"With increasing interest in Tolson and his literary period, in 1999 the University of Virginia published a collection of his poetry entitled Harlem Gallery and Other Poems of Melvin B. Tolson, edited by Raymond Nelson.  (Melvin B. Tolson)",,,,,a collection of his poetry entitled Harlem Gallery and Other Poems of Melvin B. Tolson,published,,,
rossana,Q3198262,4.0,He received a doctorate in theatrical studies at the Sorbonne.  (Koffi Kwahulé),,,,at the Sorbonne,He,received,,,
rossana,Q2650816,18.0,"He was quoted as saying: ""As an officer in the RAF, you were among the cream of officers.  (Cy Grant)",was quoted,,,,He,saying,,,
rossana,Q4746912,10.0,"A son of the academic and writer Neerja Mattoo and the forester and civil servant Rajendra Kumar Mattoo, Amitabh received his early education at the Burn Hall School in Srinagar and then at the Jawaharlal Nehru University in New Delhi, following which he married Ajita, a member of the 1987 batch of the Indian Railway Accounts Service.  (Amitabh Mattoo)",,,,,,married,Amitabh,,
rossana,Q4746912,10.0,"A son of the academic and writer Neerja Mattoo and the forester and civil servant Rajendra Kumar Mattoo, Amitabh received his early education at the Burn Hall School in Srinagar and then at the Jawaharlal Nehru University in New Delhi, following which he married Ajita, a member of the 1987 batch of the Indian Railway Accounts Service.  (Amitabh Mattoo)",,,in New Delhi,at the Jawaharlal Nehru University,Amitabh,received,,,
rossana,Q4746912,10.0,"A son of the academic and writer Neerja Mattoo and the forester and civil servant Rajendra Kumar Mattoo, Amitabh received his early education at the Burn Hall School in Srinagar and then at the Jawaharlal Nehru University in New Delhi, following which he married Ajita, a member of the 1987 batch of the Indian Railway Accounts Service.  (Amitabh Mattoo)",,A son of,,,,,Amitabh,,
rossana,Q23792224,2.0,He is considered one of the modern poets of Urdu.  (Adeem Hashmi),,considered,,,He,,,,
rossana,Q6807585,42.0,"“Ms Militancy”, the title poem of this volume, is based on Kannaki, the heroine of the Tamil Classic Silapathikaram.  (Meena Kandasamy)",,is,,,,,"“Ms Militancy”, the title poem of this volume",,
rossana,Q107343493,2.0,"During the Sandinista National Liberation Front effort to overthrow the Somoza family regime, Torres was the only guerrilla who participated in both the 1974 Christmas party raid that freed future President Daniel Ortega among other prisoners, and the 1978 raid on the National Palace, freeing another 60 political prisoners.  (Hugo Torres Jiménez)",,was,,,,,Torres,1978,
rossana,Q107343493,2.0,"During the Sandinista National Liberation Front effort to overthrow the Somoza family regime, Torres was the only guerrilla who participated in both the 1974 Christmas party raid that freed future President Daniel Ortega among other prisoners, and the 1978 raid on the National Palace, freeing another 60 political prisoners.  (Hugo Torres Jiménez)",,was,,,,,Torres,1974,
rossana,Q312570,68.0,"Burton has appeared as a fictionalized, humorous version of himself on The Big Bang Theory, first appearing in the episode ""The Toast Derivation"", in which he almost attends a party thrown by Sheldon (before swearing off Twitter), in November 2012 in the episode ""The Habitation Configuration"", in which he appears on ""Fun With Flags"" in exchange for lunch and gas money, and again in the November 2014 episode ""The Champagne Reflection"", in which he returns for the 232nd episode of ""Fun With Flags"" in exchange for Sheldon deleting his contact details.  (LeVar Burton)",,,,,,has appeared,Burton,November 2014,
rossana,Q7260076,13.0,He is considered a pioneer in the realm of Konkani drama.  (Pundalik Naik),,,,,He,considered,,,
rossana,Q4949447,3.0,In 2017 she had a DAAD Artist-in-Residence fellowship in Berlin.  (Petina Gappah),,,in Berlin,a DAAD Artist-in-Residence fellowship,,had,she,In 2017,
rossana,Q121507,576.0,"She participated in the Nobel Peace Prize Concert which took place at the Oslo Spektrum in Oslo, Norway, on December 11, 2007, along with other artists.  (Alicia Keys)",,,"in Oslo, Norway",Nobel Peace Prize Concer,,participated,She,"on December 11, 2007",
rossana,Q54915242,2.0,He is a Kantian scholar who obtained a PhD from Pontifical University of Saint Thomas Aquinas Rome.  (Saju Chackalackal),,,Rome,from Pontifical University of Saint Thomas Aquinas,,obtained,He,,
rossana,Q54915242,2.0,He is a Kantian scholar who obtained a PhD from Pontifical University of Saint Thomas Aquinas Rome.  (Saju Chackalackal),,is,,,,,He,,
rossana,Q7807930,5.0,"After graduating from college and working for several years in a variety of positions at the Atlanta Constitution, Ansa wrote several novels and has been a frequent contributor to numerous periodicals, including the Los Angeles Times, Newsday, and the Atlanta Journal-Constitution.  (Tina McElroy Ansa)",,has been,,the Atlanta Journal-Constitution,,,Ansa,,
rossana,Q7807930,5.0,"After graduating from college and working for several years in a variety of positions at the Atlanta Constitution, Ansa wrote several novels and has been a frequent contributor to numerous periodicals, including the Los Angeles Times, Newsday, and the Atlanta Journal-Constitution.  (Tina McElroy Ansa)",,,,,,graduating,Ansa,,
rossana,Q7807930,5.0,"After graduating from college and working for several years in a variety of positions at the Atlanta Constitution, Ansa wrote several novels and has been a frequent contributor to numerous periodicals, including the Los Angeles Times, Newsday, and the Atlanta Journal-Constitution.  (Tina McElroy Ansa)",,,,at the Atlanta Constitution,,working,Ansa,for several years,
rossana,Q7807930,5.0,"After graduating from college and working for several years in a variety of positions at the Atlanta Constitution, Ansa wrote several novels and has been a frequent contributor to numerous periodicals, including the Los Angeles Times, Newsday, and the Atlanta Journal-Constitution.  (Tina McElroy Ansa)",,,,,,wrote,Ansa,,
rossana,Q6894500,8.0,Zaidi joined the Indian Economic Service in 1956 and worked with the Government of India until his retirement in 1993.  (Mohsin Zaidi),,worked,,with the Government of India,,,Zaidi,in 199,
rossana,Q6894500,8.0,Zaidi joined the Indian Economic Service in 1956 and worked with the Government of India until his retirement in 1993.  (Mohsin Zaidi),,,,the Indian Economic Service,,joined,Zaidi,in 1956,
rossana,Q1174815,24.0,"Ignatius continued to write his column once a week during his tenure at the Herald Tribune, resuming twice-weekly columns after his return to the Post.  (David Ignatius)",,,,to the Post,,return,his,,
rossana,Q1174815,24.0,"Ignatius continued to write his column once a week during his tenure at the Herald Tribune, resuming twice-weekly columns after his return to the Post.  (David Ignatius)",,to write,,at the Herald Tribune,,,Ignatius,,continued
rossana,Q496683,4.0,"Her father fought in the Second World War, but remained in the UK and became a producer for the BBC.  (Jamila Massey)",,,,,,fought,Her father,,
rossana,Q3364231,15.0,"Akʼabʼal has been given many awards and honors from around the globe, including: Akʼabal's book Guardián de la caída de agua (or ""Guardian of the Waterfall"" in English) was named book of the year by Association of Guatemalan Journalists and in 1993 received their Golden Quetzal award.   (Humberto Ak'ab'al)",,,,Golden Quetzal award,,received,Akʼabal's book Guardián de la caída de agua,,
rossana,Q3364231,15.0,"Akʼabʼal has been given many awards and honors from around the globe, including: Akʼabal's book Guardián de la caída de agua (or ""Guardian of the Waterfall"" in English) was named book of the year by Association of Guatemalan Journalists and in 1993 received their Golden Quetzal award.   (Humberto Ak'ab'al)",,,,Akʼabal's book Guardián de la caída de agua,Akʼabʼal,given,,,
rossana,Q3364231,15.0,"Akʼabʼal has been given many awards and honors from around the globe, including: Akʼabal's book Guardián de la caída de agua (or ""Guardian of the Waterfall"" in English) was named book of the year by Association of Guatemalan Journalists and in 1993 received their Golden Quetzal award.   (Humberto Ak'ab'al)",,,,by Association of Guatemalan Journalists,Akʼabʼal,named,,,
rossana,Q7026686,113.0,"Reacting to Mission Mars over 30 years later, SciFi reviewer Gary Westfahl wrote, ""The only quality that Adams could persuasively project on film was a desperate desire to be popular, to be liked ... which helps to explain why Adams got his foot in many doors.""  (Nick Adams)",,,,,,,,,
rossana,Q5399735,34.0,"After his death, December 10, 1995 was announced by three organizations (Gay Men of African Descent (GMAD), Other Countries, and Black Nations/Queer Nations?)  (Essex Hemphill)",,,,Black Nations/Queer Nations,his death,announced,,"December 10, 1995",
