annotator,author,sent_id,text,WRITER-AG,WRITER-PA,EVENT,ASP-EVENT,REP-EVENT,STATE,ORG,LOC,TIME
marco,Q1076935,12.0,"Abani holds a B.A. in English and Literary Studies from Imo State University, Nigeria; an M.A. in Gender and Culture from Birkbeck College, University of London, an M.A. in English from the University of Southern California; and a Ph.D. in Creative Writing and Literature from the University of Southern California.  (Chris Abani)",Abani,,,,,holds,"from Imo State University, Nigeria",,
marco,Q1076935,12.0,"Abani holds a B.A. in English and Literary Studies from Imo State University, Nigeria; an M.A. in Gender and Culture from Birkbeck College, University of London, an M.A. in English from the University of Southern California; and a Ph.D. in Creative Writing and Literature from the University of Southern California.  (Chris Abani)",Abani,,,,,holds,"from Birkbeck College, University of London",,
marco,Q1076935,12.0,"Abani holds a B.A. in English and Literary Studies from Imo State University, Nigeria; an M.A. in Gender and Culture from Birkbeck College, University of London, an M.A. in English from the University of Southern California; and a Ph.D. in Creative Writing and Literature from the University of Southern California.  (Chris Abani)",Abani,,,,,holds,from the University of Southern California,,
marco,Q1076935,12.0,"Abani holds a B.A. in English and Literary Studies from Imo State University, Nigeria; an M.A. in Gender and Culture from Birkbeck College, University of London, an M.A. in English from the University of Southern California; and a Ph.D. in Creative Writing and Literature from the University of Southern California.  (Chris Abani)",Abani,,,,,holds,from the University of Southern California,,
marco,Q3331538,10.0,"In 1971, he attended the Radio Netherlands Training Center in Hilversum, the Netherlands, and received a certificate in Television Production.  (Adebayo Faleti)",he,,,,,attended,the Radio Netherlands Training Center,"in Hilversum, the Netherlands",In 1971
marco,Q3331538,10.0,"In 1971, he attended the Radio Netherlands Training Center in Hilversum, the Netherlands, and received a certificate in Television Production.  (Adebayo Faleti)",,he,received,,,,the Radio Netherlands Training Center,in Hilversum,In 1971
marco,Q5101380,4.0,"He was educated at Government Secondary School, Afikpo, and later attended college at the Massachusetts Institute of Technology (MIT), where he studied philosophy and mathematics, earning a bachelor of science degree in 1967, the year of the outbreak of civil war in Nigeria, which lasted two and a half years.  (Chinweizu Ibekwe)",,He,,,,educated,,Afikpo,
marco,Q5101380,4.0,"He was educated at Government Secondary School, Afikpo, and later attended college at the Massachusetts Institute of Technology (MIT), where he studied philosophy and mathematics, earning a bachelor of science degree in 1967, the year of the outbreak of civil war in Nigeria, which lasted two and a half years.  (Chinweizu Ibekwe)",He,,,,,attended,at the Massachusetts Institute of Technology (MIT),,
marco,Q5101380,4.0,"He was educated at Government Secondary School, Afikpo, and later attended college at the Massachusetts Institute of Technology (MIT), where he studied philosophy and mathematics, earning a bachelor of science degree in 1967, the year of the outbreak of civil war in Nigeria, which lasted two and a half years.  (Chinweizu Ibekwe)",he,,,,,studied,at the Massachusetts Institute of Technology (MIT),,
marco,Q5101380,4.0,"He was educated at Government Secondary School, Afikpo, and later attended college at the Massachusetts Institute of Technology (MIT), where he studied philosophy and mathematics, earning a bachelor of science degree in 1967, the year of the outbreak of civil war in Nigeria, which lasted two and a half years.  (Chinweizu Ibekwe)",he,,earning,,,,at the Massachusetts Institute of Technology (MIT),,in 1967
marco,Q432552,31.0,"Following the fatal shooting of Scott La Rock in 1987, KRS was determined to continue Boogie Down Productions through the tragedy, releasing the album By All Means Necessary in 1988.  (KRS-One)",KRS,,,,,determined,,,in 1987
marco,Q432552,31.0,"Following the fatal shooting of Scott La Rock in 1987, KRS was determined to continue Boogie Down Productions through the tragedy, releasing the album By All Means Necessary in 1988.  (KRS-One)",KRS,,,continue,,,Boogie Down Productions,,in 1987
marco,Q432552,31.0,"Following the fatal shooting of Scott La Rock in 1987, KRS was determined to continue Boogie Down Productions through the tragedy, releasing the album By All Means Necessary in 1988.  (KRS-One)",KRS,,releasing,,,,,,in 1988
marco,Q36740,192.0,"The government newspaper New Light of Myanmar reported the release positively, saying she had been granted a pardon after serving her sentence ""in good conduct"".  (Aung San Suu Kyi)",,she,granted,,,,,,
marco,Q36740,192.0,"The government newspaper New Light of Myanmar reported the release positively, saying she had been granted a pardon after serving her sentence ""in good conduct"".  (Aung San Suu Kyi)",,she,release,,reported,,The government newspaper New Light of Myanmar,,
marco,Q36740,192.0,"The government newspaper New Light of Myanmar reported the release positively, saying she had been granted a pardon after serving her sentence ""in good conduct"".  (Aung San Suu Kyi)",,she,,,saying,,The government newspaper New Light of Myanmar,,
marco,Q1339382,37.0,"The mayor of St. Louis presented Simmons the key to the city and named March 18, 2008 ""Kimora Day"" in St. Louis.  (Kimora Lee Simmons)",,Simmons,presented,,,,,,
marco,Q62140860,4.0,He has previously held the position of the assistant professor at Kidwai Memorial Institute of Oncology from 2012 to 2017.  (Sandeep Nayak),He,,,,,held,at Kidwai Memorial Institute of Oncology,,from 2012 to 2017
marco,Q817643,10.0,"Despite the ""retreat"" he participated in the São Paulo Biennale in 1983, and his works are featured in the Silverman Collection exhibitions around the United States.  (Ben Patterson)",he,,participated,,,,,in the São Paulo Biennale,in 1983
marco,Q817643,10.0,"Despite the ""retreat"" he participated in the São Paulo Biennale in 1983, and his works are featured in the Silverman Collection exhibitions around the United States.  (Ben Patterson)",,his works,featured,,,,,around the United States,
marco,Q817643,10.0,"Despite the ""retreat"" he participated in the São Paulo Biennale in 1983, and his works are featured in the Silverman Collection exhibitions around the United States.  (Ben Patterson)",he,,retreat,,,,,,
marco,Q11578,18.0,"After winning silver in mixed doubles with Rajeev Ram at the 2016 Rio de Janeiro Olympics, Williams became the first tennis player to win a medal at four Olympic games, as well as the first player in the Open Era to win an Olympic medal in all three events (singles, doubles, mixed).  (Venus Williams)",Williams,,winning,,,,,at the 2016 Rio de Janeiro Olympics,
marco,Q11578,18.0,"After winning silver in mixed doubles with Rajeev Ram at the 2016 Rio de Janeiro Olympics, Williams became the first tennis player to win a medal at four Olympic games, as well as the first player in the Open Era to win an Olympic medal in all three events (singles, doubles, mixed).  (Venus Williams)",Williams,,,became,,player,,,
marco,Q11578,18.0,"After winning silver in mixed doubles with Rajeev Ram at the 2016 Rio de Janeiro Olympics, Williams became the first tennis player to win a medal at four Olympic games, as well as the first player in the Open Era to win an Olympic medal in all three events (singles, doubles, mixed).  (Venus Williams)",the first tennis player,,win,,,,,,
marco,Q11578,18.0,"After winning silver in mixed doubles with Rajeev Ram at the 2016 Rio de Janeiro Olympics, Williams became the first tennis player to win a medal at four Olympic games, as well as the first player in the Open Era to win an Olympic medal in all three events (singles, doubles, mixed).  (Venus Williams)",the first player,,,,,,,,
marco,Q15453532,16.0,"In 1990, Mowry's first collection of stories, Rats in the Trees, won a PEN Oakland/Josephine Miles Literary Award and was also published in the United Kingdom, Germany and Japan.  (Jess Mowry)","Mowry's first collection of stories, Rats in the Trees",,won,,,,,,In 1990
marco,Q15453532,16.0,"In 1990, Mowry's first collection of stories, Rats in the Trees, won a PEN Oakland/Josephine Miles Literary Award and was also published in the United Kingdom, Germany and Japan.  (Jess Mowry)",,"Mowry's first collection of stories, Rats in the Trees",published,,,,,"in the United Kingdom, Germany and Japan",
marco,Q5948357,37.0,"In 1970 he was elected President of the Goethe Literary Academy College of  Asunción, and   was also founder and secretary general of the League of Literary Academys of Paraguay.  (Juan Carlos Herken Krauer)",,,elected,,,,of the Goethe Literary Academy College of Asunción,,In 1970
marco,Q5948357,37.0,"In 1970 he was elected President of the Goethe Literary Academy College of  Asunción, and   was also founder and secretary general of the League of Literary Academys of Paraguay.  (Juan Carlos Herken Krauer)",he,,,,,founder,of the League of Literary Academys of Paraguay,,
marco,Q5948357,37.0,"In 1970 he was elected President of the Goethe Literary Academy College of  Asunción, and   was also founder and secretary general of the League of Literary Academys of Paraguay.  (Juan Carlos Herken Krauer)",he,,,,,secretary,of the League of Literary Academys of Paraguay,,
marco,Q187413,317.0,"She said (speaking of the three leaders who received the reward on this day): ""All three leaders have been staunch allies of the United States, particularly in combating terrorism"".  (Álvaro Uribe Vélez)",She,,,,said,allies,,,
marco,Q274060,31.0,"In 1986 she set out for England, where she worked as a Cultural Associate in the Mexican Embassy in London, until 1988.  (Margo Glantz)",she,,set,,,,,for England,In 1986
marco,Q274060,31.0,"In 1986 she set out for England, where she worked as a Cultural Associate in the Mexican Embassy in London, until 1988.  (Margo Glantz)",she,,worked,,,,in the Mexican Embassy,in London,until 1988
marco,Q16185257,6.0,"His most notable works include two poems, Tab Tumhari Nishtha Kya Hogi and Shambook, besides a criticism titled Philosophy of Dalit Literature.  (Kanwal Bharti)",His most notable works,,,,,include,,,
marco,Q27915263,5.0,"Her third novel, Missing in Machu Picchu (2013), was awarded first place in adventure fiction by the International Latino Book Awards, but was given an unfavorable review by Publishers Weekly.  (Cecilia Velástegui)",,"Her third novel, Missing in Machu Picchu",awarded,,,,by the International Latino Book Awards,,
marco,Q27915263,5.0,"Her third novel, Missing in Machu Picchu (2013), was awarded first place in adventure fiction by the International Latino Book Awards, but was given an unfavorable review by Publishers Weekly.  (Cecilia Velástegui)","Her third novel, Missing in Machu Picchu",,given,,,,by Publishers Weekly,,
marco,Q56469858,15.0,"While working as an assistant librarian at Tougaloo in 1966, Brocks-Shedd met writer-in-residence Audre Lorde; Lorde encouraged her to submit her poems to the college's literary magazine, Pound.  (Virgia Brocks-Shedd)",Brocks-Shedd,,,,,working,,at Tougaloo,in 1966
marco,Q56469858,15.0,"While working as an assistant librarian at Tougaloo in 1966, Brocks-Shedd met writer-in-residence Audre Lorde; Lorde encouraged her to submit her poems to the college's literary magazine, Pound.  (Virgia Brocks-Shedd)",Brocks-Shedd,,met,,,,,at Tougaloo,in 1966
marco,Q56469858,15.0,"While working as an assistant librarian at Tougaloo in 1966, Brocks-Shedd met writer-in-residence Audre Lorde; Lorde encouraged her to submit her poems to the college's literary magazine, Pound.  (Virgia Brocks-Shedd)",,her,encouraged,,,,,,
marco,Q56469858,15.0,"While working as an assistant librarian at Tougaloo in 1966, Brocks-Shedd met writer-in-residence Audre Lorde; Lorde encouraged her to submit her poems to the college's literary magazine, Pound.  (Virgia Brocks-Shedd)",her,,submit,,,,,,
marco,Q286022,209.0,He continues to be both a Chicago Bulls and Chicago Bears fan.  (Common),He,,,continues,,fan,,,
marco,Q179242,117.0,"On 28 May 2020, the International Criminal Court gave Gbagbo permission to leave Belgium if certain conditions were met.  (Laurent Gbagbo)",,Gbagbo,gave,,,,the International Criminal Court,,On 28 May 2020
marco,Q179242,117.0,"On 28 May 2020, the International Criminal Court gave Gbagbo permission to leave Belgium if certain conditions were met.  (Laurent Gbagbo)",Gbagbo,,leave,,,,,Belgium,
marco,Q3089507,4.0,"His stories typically deal with cases of supernatural occurrence, divine intervention, reincarnation, ghosts, and are often based on or inspired by true stories reported from various locales around the state of Tamil Nadu.  (Indra Soundar Rajan)",His stories,,,,,deal,,,
marco,Q3089507,4.0,"His stories typically deal with cases of supernatural occurrence, divine intervention, reincarnation, ghosts, and are often based on or inspired by true stories reported from various locales around the state of Tamil Nadu.  (Indra Soundar Rajan)",His stories,,,,,based,,around the state of Tamil Nadu,
marco,Q3089507,4.0,"His stories typically deal with cases of supernatural occurrence, divine intervention, reincarnation, ghosts, and are often based on or inspired by true stories reported from various locales around the state of Tamil Nadu.  (Indra Soundar Rajan)",,His stories,,,,inspired,,around the state of Tamil Nadu,
marco,Q3805618,4.0,"He received his BA in education from the University of London and worked for a time as a lecturer in Malawi before returning to the UK to study linguistics at University College, London in the early 1980s.  (Jack Mapanje)",,He,received,,,,from the University of London,,
marco,Q3805618,4.0,"He received his BA in education from the University of London and worked for a time as a lecturer in Malawi before returning to the UK to study linguistics at University College, London in the early 1980s.  (Jack Mapanje)",He,,,,,worked,,in Malawi,
marco,Q3805618,4.0,"He received his BA in education from the University of London and worked for a time as a lecturer in Malawi before returning to the UK to study linguistics at University College, London in the early 1980s.  (Jack Mapanje)",He,,returning,,,,,to the UK,
marco,Q3805618,4.0,"He received his BA in education from the University of London and worked for a time as a lecturer in Malawi before returning to the UK to study linguistics at University College, London in the early 1980s.  (Jack Mapanje)",He,,,,,study,at University College,London,in the early 1980s
marco,Q828621,11.0,"Amnesty International also issued an ""Urgent Action"" over concerns for his declining health, stating, ""He is said to suffer from heavy bleeding caused by acute haemorrhoids, reportedly exacerbated by poor prison diet.  (Bertrand Teyou)",,He,,,stating,,Amnesty International,,
marco,Q828621,11.0,"Amnesty International also issued an ""Urgent Action"" over concerns for his declining health, stating, ""He is said to suffer from heavy bleeding caused by acute haemorrhoids, reportedly exacerbated by poor prison diet.  (Bertrand Teyou)",his,,health,,,,,,
marco,Q828621,11.0,"Amnesty International also issued an ""Urgent Action"" over concerns for his declining health, stating, ""He is said to suffer from heavy bleeding caused by acute haemorrhoids, reportedly exacerbated by poor prison diet.  (Bertrand Teyou)",He,,,,said,suffer,,,
marco,Q13564524,1.0,"He received the Kerala Sahitya Academi award in the `poetry' section for his collection, Nellickal Muraleedharante Kavithakal in 2004.  (Nellikkal Muraleedharan)",,He,received,,,,the Kerala Sahitya Academi award,,in 2004
marco,Q13564524,1.0,"He received the Kerala Sahitya Academi award in the `poetry' section for his collection, Nellickal Muraleedharante Kavithakal in 2004.  (Nellikkal Muraleedharan)",his,,collection,,,,,,
marco,Q6286923,7.0,"On July 22, 1891, Cotter married Maria F. Cox, a fellow teacher, with whom he had four children: Leonidas, Florence, Olivia, and Joseph Seamon Cotter Jr (a distinguished poet-playwright in his own merit).  (Joseph Seamon Cotter, Sr.)",Cotter,,married,,,,,,"On July 22, 1891"
marco,Q6286923,7.0,"On July 22, 1891, Cotter married Maria F. Cox, a fellow teacher, with whom he had four children: Leonidas, Florence, Olivia, and Joseph Seamon Cotter Jr (a distinguished poet-playwright in his own merit).  (Joseph Seamon Cotter, Sr.)",he,,had,,,,,,
marco,Q19668863,5.0,"He worked under mayor Kasim Reed starting January 2, 2008 for Atlanta Fire Department, prior to being appointed US Fire Administrator in July 2009 by President Barack Obama where he worked extensively with the Federal Emergency Management Agency and the United States Department of Homeland Security to prevent fires and improve fire response.  (Kelvin J. Cochran)",He,,,,,worked,for Atlanta Fire Department,,"starting January 2, 2008"
marco,Q19668863,5.0,"He worked under mayor Kasim Reed starting January 2, 2008 for Atlanta Fire Department, prior to being appointed US Fire Administrator in July 2009 by President Barack Obama where he worked extensively with the Federal Emergency Management Agency and the United States Department of Homeland Security to prevent fires and improve fire response.  (Kelvin J. Cochran)",,He,appointed,,,,,US Fire Administrator,in July 2009
marco,Q19668863,5.0,"He worked under mayor Kasim Reed starting January 2, 2008 for Atlanta Fire Department, prior to being appointed US Fire Administrator in July 2009 by President Barack Obama where he worked extensively with the Federal Emergency Management Agency and the United States Department of Homeland Security to prevent fires and improve fire response.  (Kelvin J. Cochran)",he,,,,,worked,with the Federal Emergency Management Agency and the United States Department of Homeland Security,,
marco,Q736833,110.0,"The final judgment of the European Court of Justice to remove Sison from the EU terrorist blacklist on September 30, 2009, became final and binding on December 10, 2009, inasmuch as the EU did not make appeal.  (Jose Maria Sison)",,Sison,remove,,,,European Court of Justice,,"on September 30, 2009"
marco,Q1980074,27.0,"The Committee to Protect Journalists, which had awarded Gorriti its International Press Freedom Award for his work with the paper, called the election, and the resignations and demotions of investigative staff that followed, a ""boardroom coup"" that left ""the once feisty paper a shadow of its former self"".  (Gustavo Gorriti Ellenbogen)",,Gorriti,awarded,,,,The Committee to Protect Journalists,,
marco,Q7876221,14.0,U Lwin continued with his career in the army after independence and was sent on training courses to England and West Germany.  (U Lwin),U Lwin,,,continued,,career,,,
marco,Q7876221,14.0,U Lwin continued with his career in the army after independence and was sent on training courses to England and West Germany.  (U Lwin),,U Lwin,sent,,,,,to England,
marco,Q469745,51.0,"The same day the suit was filed, CBS released a statement saying that Rowell left the cast of her own initiative, the suit was without merit, and they would vigorously defend the case.  (Victoria Rowell)",,Rowell,,,saying,,CBS,,
marco,Q469745,51.0,"The same day the suit was filed, CBS released a statement saying that Rowell left the cast of her own initiative, the suit was without merit, and they would vigorously defend the case.  (Victoria Rowell)",Rowell,,left,,,,,,
marco,Q188093,49.0,"Hughes later said that, prior to arriving in Mexico, ""I had been thinking about my father and his strange dislike of his own people.  (Langston Hughes)",Hughes,,arriving,,,,,in Mexico,
marco,Q188093,49.0,"Hughes later said that, prior to arriving in Mexico, ""I had been thinking about my father and his strange dislike of his own people.  (Langston Hughes)",Hughes,,,,said,,,,
marco,Q188093,49.0,"Hughes later said that, prior to arriving in Mexico, ""I had been thinking about my father and his strange dislike of his own people.  (Langston Hughes)",I,,,,,thinking,,,
marco,Q28777191,5.0,"In her decade as a daily newspaper reporter, she covered politics, immigration and demographics in Texas, Pennsylvania and New Jersey and spent three months in the spring of 2005, during the Iraq war, as a foreign correspondent in Knight Ridder's Baghdad bureau.  (Gaiutra Bahadur)",her,,,,,decade,,,
marco,Q28777191,5.0,"In her decade as a daily newspaper reporter, she covered politics, immigration and demographics in Texas, Pennsylvania and New Jersey and spent three months in the spring of 2005, during the Iraq war, as a foreign correspondent in Knight Ridder's Baghdad bureau.  (Gaiutra Bahadur)",she,,,,,covered,,"in Texas, Pennsylvania and New Jersey",
marco,Q28777191,5.0,"In her decade as a daily newspaper reporter, she covered politics, immigration and demographics in Texas, Pennsylvania and New Jersey and spent three months in the spring of 2005, during the Iraq war, as a foreign correspondent in Knight Ridder's Baghdad bureau.  (Gaiutra Bahadur)",she,,spent,,,,in Knight Ridder's Baghdad bureau,,in the spring of 2005
marco,Q28777191,5.0,"In her decade as a daily newspaper reporter, she covered politics, immigration and demographics in Texas, Pennsylvania and New Jersey and spent three months in the spring of 2005, during the Iraq war, as a foreign correspondent in Knight Ridder's Baghdad bureau.  (Gaiutra Bahadur)",she,,,,,correspondent,in Knight Ridder's Baghdad bureau,,
marco,Q528778,8.0,He initially worked for Newsline and wrote for The Washington Post and India Today.   (Mohammed Hanif),He,,,,,worked,for Newsline,,
marco,Q528778,8.0,He initially worked for Newsline and wrote for The Washington Post and India Today.   (Mohammed Hanif),He,,,,,wrote,for The Washington Post and India Today,,
marco,Q95273,48.0,"Her autobiography, When I Fell from the Sky (German: Als ich vom Himmel fiel), was released on 10 March 2011 by Piper Verlag, for which she received the Corine Literature Prize in 2011.  (Juliane Koepcke)",,"Her autobiography, When I Fell from the Sky",released,,,,by Piper Verlag,,on 10 March 2011
marco,Q95273,48.0,"Her autobiography, When I Fell from the Sky (German: Als ich vom Himmel fiel), was released on 10 March 2011 by Piper Verlag, for which she received the Corine Literature Prize in 2011.  (Juliane Koepcke)",,she,received,,,,,,in 2011
marco,Q1399671,67.0,"Ravi Zacharias later established The Oxford Centre for Christian Apologetics (OCCA), an unaccredited, unrecognised research institute in Oxfordshire, England offering theological degrees.  (Ravi Zacharias)",Ravi Zacharias,,established,,,,The Oxford Centre for Christian Apologetics,in Oxfordshire,
marco,Q1399671,67.0,"Ravi Zacharias later established The Oxford Centre for Christian Apologetics (OCCA), an unaccredited, unrecognised research institute in Oxfordshire, England offering theological degrees.  (Ravi Zacharias)",The Oxford Centre for Christian Apologetics,,,,,offering,,"in Oxfordshire, England",
marco,Q1579932,26.0,"In 2016, Netflix announced Fronckowiak as part of the main cast of 3%, the first Brazilian original series on the streaming service.  (Mel Fronckowiak)",,Fronckowiak,announced,,,,Netflix,,In 2016
marco,Q2946652,4.0,"Dovey attended high school in Australia at North Sydney Girls High School, before going to the United States in 1999 to study at Harvard University as an undergraduate where she completed a joint degree in Anthropology and Visual & Environmental Studies in 2003.  (Ceridwen Dovey)",Dovey,,,,,attended,at North Sydney Girls High School,in Australia,
marco,Q2946652,4.0,"Dovey attended high school in Australia at North Sydney Girls High School, before going to the United States in 1999 to study at Harvard University as an undergraduate where she completed a joint degree in Anthropology and Visual & Environmental Studies in 2003.  (Ceridwen Dovey)",Dovey,,going,,,,,to the United States,in 1999
marco,Q2946652,4.0,"Dovey attended high school in Australia at North Sydney Girls High School, before going to the United States in 1999 to study at Harvard University as an undergraduate where she completed a joint degree in Anthropology and Visual & Environmental Studies in 2003.  (Ceridwen Dovey)",Dovey,,,,,study,at Harvard University,,in 1999
marco,Q2946652,4.0,"Dovey attended high school in Australia at North Sydney Girls High School, before going to the United States in 1999 to study at Harvard University as an undergraduate where she completed a joint degree in Anthropology and Visual & Environmental Studies in 2003.  (Ceridwen Dovey)",she,,,completed,,degree,at Harvard University,,in 2003
marco,Q528778,0.0,Mohammed Hanif (born November 1964) is a British Pakistani writer and journalist who writes a monthly opinion piece in The New York Times.  (Mohammed Hanif),Mohammed Hanif,,,,,writer,,,
marco,Q528778,0.0,Mohammed Hanif (born November 1964) is a British Pakistani writer and journalist who writes a monthly opinion piece in The New York Times.  (Mohammed Hanif),Mohammed Hanif,,,,,writes,in The New York Times,,
marco,Q528778,0.0,Mohammed Hanif (born November 1964) is a British Pakistani writer and journalist who writes a monthly opinion piece in The New York Times.  (Mohammed Hanif),Mohammed Hanif,,,,,journalist,,,
marco,Q5274753,11.0,"On the 23rd of June 2001, Okenyodo, working with colleagues—Sumaila Umaisha, Aba Ejembi, Jerome Ajayi—founded the Kaduna Writers' League.  (Diego Odoh Okenyodo)",Okenyodo,,founded,,,,the Kaduna Writers' League,,On the 23rd of June 2001
marco,Q5274753,11.0,"On the 23rd of June 2001, Okenyodo, working with colleagues—Sumaila Umaisha, Aba Ejembi, Jerome Ajayi—founded the Kaduna Writers' League.  (Diego Odoh Okenyodo)",Okenyodo,,,,,working,,,On the 23rd of June 2001
marco,Q19892251,19.0,"Jotwani died on 28 January 2008 in Pune, succumbing to a cardiac arrest, leaving behind his wife, Raj Motwani and two sons.  (Motilal Jotwani)",Jotwani,,died,,,,,in Pune,on 28 January 2008
marco,Q19892251,19.0,"Jotwani died on 28 January 2008 in Pune, succumbing to a cardiac arrest, leaving behind his wife, Raj Motwani and two sons.  (Motilal Jotwani)",Jotwani,,succumbing,,,,,in Pune,on 28 January 2008
marco,Q19892251,19.0,"Jotwani died on 28 January 2008 in Pune, succumbing to a cardiac arrest, leaving behind his wife, Raj Motwani and two sons.  (Motilal Jotwani)",Jotwani,,leaving,,,,,,
marco,Q251123,2.0,He won the 1991 International Nonino Prize in Italy.  (Álvaro Mutis),He,,won,,,,,in Italy,
marco,Q171905,79.0,"On October 7, the RCA Music Group announced that it was disbanding J Records along with Arista Records and Jive Records, meaning that all artists (including Foxx) previously signed to the three labels will release their future material on the RCA Records brand.  (Jamie Foxx)",,all artists,,,announced,,RCA Music Group,,On October 7
marco,Q171905,79.0,"On October 7, the RCA Music Group announced that it was disbanding J Records along with Arista Records and Jive Records, meaning that all artists (including Foxx) previously signed to the three labels will release their future material on the RCA Records brand.  (Jamie Foxx)",all artists,,release,,,,on the RCA Records brand,,
marco,Q171905,79.0,"On October 7, the RCA Music Group announced that it was disbanding J Records along with Arista Records and Jive Records, meaning that all artists (including Foxx) previously signed to the three labels will release their future material on the RCA Records brand.  (Jamie Foxx)",,Foxx,,,,including,,,
marco,Q171905,79.0,"On October 7, the RCA Music Group announced that it was disbanding J Records along with Arista Records and Jive Records, meaning that all artists (including Foxx) previously signed to the three labels will release their future material on the RCA Records brand.  (Jamie Foxx)",all artists,,signed,,,,,,
marco,Q3161465,73.0,"Next he was called to Portland, Maine, where he served for three years.  (James W.C. Pennington)",,he,called,,,,,"to Portland, Maine",Next
marco,Q3161465,73.0,"Next he was called to Portland, Maine, where he served for three years.  (James W.C. Pennington)",he,,,,,served,,"Portland, Maine",for three years
marco,Q4868275,14.0,He joined Rotary International in 1972 and rendered his service to the society as Rotarian in various capacity.  (Basti Vaman Shenoy),He,,joined,,,,Rotary International,,in 1972
marco,Q4868275,14.0,He joined Rotary International in 1972 and rendered his service to the society as Rotarian in various capacity.  (Basti Vaman Shenoy),He,,rendered,,,,Rotary International,,
marco,Q27942223,32.0,"The poem was published on October 1, 1921 in the Kansas City Sun.  (J. Dallas Bowser)",,The poem,published,,,,in the Kansas City Sun,,"on October 1, 1921"
marco,Q6779572,13.0,"Berry spent seven years working at the University of Maryland, eventually becoming interim provost of the Division of Behavioral and Social Sciences.  (Mary Frances Berry)",Berry,,,,,spent,,,
marco,Q6779572,13.0,"Berry spent seven years working at the University of Maryland, eventually becoming interim provost of the Division of Behavioral and Social Sciences.  (Mary Frances Berry)",Berry,,,,,working,,at the University of Maryland,seven years
marco,Q6779572,13.0,"Berry spent seven years working at the University of Maryland, eventually becoming interim provost of the Division of Behavioral and Social Sciences.  (Mary Frances Berry)",Berry,,,becoming,,provost,,,
marco,Q6807585,6.0,"She completed a Doctorate of Philosophy in Socio-linguistics from Anna University, Chennai.  (Meena Kandasamy)",She,,,completed,,,from Anna University,Chennai,
marco,Q319871,306.0,"Washington took the lead in promoting educational uplift for the African Diaspora, often with funding from the Phelps Stokes Fund or in collaboration with foreign sources, such as the German government.  (Booker T. Washington)",Washington,,took,,,,,,
marco,Q319871,306.0,"Washington took the lead in promoting educational uplift for the African Diaspora, often with funding from the Phelps Stokes Fund or in collaboration with foreign sources, such as the German government.  (Booker T. Washington)",Washington,,,,,promoting,,,
marco,Q319871,306.0,"Washington took the lead in promoting educational uplift for the African Diaspora, often with funding from the Phelps Stokes Fund or in collaboration with foreign sources, such as the German government.  (Booker T. Washington)",,Washington,funding,,,,from the Phelps Stokes Fund,,
marco,Q319871,306.0,"Washington took the lead in promoting educational uplift for the African Diaspora, often with funding from the Phelps Stokes Fund or in collaboration with foreign sources, such as the German government.  (Booker T. Washington)",Washington,,,,,collaboration,,"with foreign sources, such as the German government",
marco,Q7679487,12.0,His book Alamaat e Zahoor e Mehdi is considered as one of the most comprehensive book compiled and written on the topic of Imam Mehdi in Urdu language.  (Talib Jauhari),,His book Alamaat e Zahoor e Mehdi,,,considered,,,,
marco,Q7660270,1.0,He was the president of Asam Sahitya Sabha in 1977 held at Abhayapuri.  (Syed Abdul Malik),He,,,,,president,of Asam Sahitya Sabha,at Abhayapuri,in 1977
marco,Q1541759,13.0,"Tati Loutard ran again in the 2007 parliamentary election, and this time he was elected to the National Assembly as the MAR candidate in Tchiamba-Nzassi, winning the seat in the first round with 52.54% of the vote.  (Jean-Baptiste Tati-Loutard)",Tati Loutard,,ran,,,,,,
marco,Q1541759,13.0,"Tati Loutard ran again in the 2007 parliamentary election, and this time he was elected to the National Assembly as the MAR candidate in Tchiamba-Nzassi, winning the seat in the first round with 52.54% of the vote.  (Jean-Baptiste Tati-Loutard)",,he,was elected,,,,to the National Assembly,in Tchiamba-Nzassi,
marco,Q4838045,9.0,"He was a columnist for Hyderabad-based daily newspaper Postnoon and wrote a column called ""The Human Angle"".  (Babu Gogineni)",He,,,,,a columnist,for Hyderabad-based daily newspaper Postnoon,,
marco,Q4838045,9.0,"He was a columnist for Hyderabad-based daily newspaper Postnoon and wrote a column called ""The Human Angle"".  (Babu Gogineni)",He,,,,,wrote,,,
marco,Q3291572,10.0,Vimala Devi moved to Lisbon in 1957 to rejoin part of her family already established in the city and began work as a translator.   (Vimala Devi),Vimala Devi,,moved,,,,,to Lisbon,in 1957
marco,Q3291572,10.0,Vimala Devi moved to Lisbon in 1957 to rejoin part of her family already established in the city and began work as a translator.   (Vimala Devi),Vimala Devi,,rejoin,,,,,Lisbon,in 1957
marco,Q3291572,10.0,Vimala Devi moved to Lisbon in 1957 to rejoin part of her family already established in the city and began work as a translator.   (Vimala Devi),Vimala Devi,,,began,,work,,Lisbon,in 1957
marco,Q43373901,22.0,"In November, he participated in Colors TV's Bigg Boss 14, this time as a challenger.  (Vikas Gupta)",he,,participated,,,,in Colors TV's Bigg Boss 14,,In November
marco,Q330809,12.0,"In 1994, during his studies at Case Western Reserve University, he founded Wordsmith.org.  (Anu Garg)",he,,founded,,,,Wordsmith.org,,In 1994
marco,Q330809,12.0,"In 1994, during his studies at Case Western Reserve University, he founded Wordsmith.org.  (Anu Garg)",his,,,,,studies,at Case Western Reserve University,,
