annotator,author,sent_id,text,TIME,WRITER-AG,EVENT,ORG,LOC,ASP-EVENT,STATE,WRITER-PA,REP-EVENT,EVENT-COMP
ousmane,Q7609348,2.0,"He studied at St. Andrew's College, Grahamstown, and later at the University of Cape Town, Cambridge University, England (where he received a Bachelor of Arts and a Masters of Arts, both in English), and the University of Iowa, US (where he studied a Masters of Fine Arts in creative writing).  (Stephen Gray)",,He,,"at St. Andrew's College, Grahamstown",,,studied,,,
ousmane,Q7609348,2.0,"He studied at St. Andrew's College, Grahamstown, and later at the University of Cape Town, Cambridge University, England (where he received a Bachelor of Arts and a Masters of Arts, both in English), and the University of Iowa, US (where he studied a Masters of Fine Arts in creative writing).  (Stephen Gray)",,,received,Cambridge University,England,,,he,,
ousmane,Q7609348,2.0,"He studied at St. Andrew's College, Grahamstown, and later at the University of Cape Town, Cambridge University, England (where he received a Bachelor of Arts and a Masters of Arts, both in English), and the University of Iowa, US (where he studied a Masters of Fine Arts in creative writing).  (Stephen Gray)",,he,,the University of Iowa,US,,studied,,,
ousmane,Q7609348,2.0,"He studied at St. Andrew's College, Grahamstown, and later at the University of Cape Town, Cambridge University, England (where he received a Bachelor of Arts and a Masters of Arts, both in English), and the University of Iowa, US (where he studied a Masters of Fine Arts in creative writing).  (Stephen Gray)",,He,,at the University of Cape Town,,,studied,,,
ousmane,Q5056520,54.0,"W.J. van der Merwe, Cecily Norden and Aubrey Richardson (as Tabulator) pioneered the Three-Judge System for Saddle Horses at Middelburg Cape Regional Saddle Horse Championships, which led to the Hi-Low System now in use.  (Cecily Norden)",,"W.J. van der Merwe, Cecily Norden and Aubrey Richardson",,,at Middelburg,,pioneered,,,
ousmane,Q28215720,5.0,Shaik is included in A Booklover’s Guide to New Orleans and the Encyclopedia of African American Writers among others.  (Fatima Shaik),,,,,New Orleans,,included,Shaik,,
ousmane,Q380221,15.0,"Ramachandran, whose father wanted him to become a physician rather than a researcher, obtained an M.B.B.S. from Stanley Medical College in Chennai, India.  (Vilayanur S. Ramachandran)",,Ramachandran,obtained,from Stanley Medical College,"in Chennai, India",,,,,
ousmane,Q276510,8.0,"In 1949 and 1950, he traveled through Italy, Spain and Switzerland.  (Ernesto Cardenal)",In 1949 and 1950,he,traveled,,"through Italy, Spain and Switzerland",,,,,
ousmane,Q3595202,68.0,"The Delhi court said, ""a woman has right to voice her grievance even after several years""  on the judgement.  (M. J. Akbar)",,,,,,,,,,
ousmane,Q55831264,51.0,"Monks are given a one-month period during which they should close or deactivate any social media pages or accounts, and voluntarily relinquish such behaviour and activity as unworthy of monastic life, lest the Church takes necessary action against them.  (Anba Epiphanius)",,,,,,,,,,
ousmane,Q91473126,264.0,"In June, after visiting one of the detention facilities near the border in San Diego, Harris became the first senator to demand Nielsen's resignation.  (Michael D. Harris)",In June,Harris,visiting,,in San Diego,,,,,
ousmane,Q91473126,264.0,"In June, after visiting one of the detention facilities near the border in San Diego, Harris became the first senator to demand Nielsen's resignation.  (Michael D. Harris)",In June,Harris,,,,became,senator,,,
ousmane,Q5948357,16.0,"Between 1982-84 he was a regular contributor to many newspapers in Latin America, through the Agencia Latinoamerica, based in Miami, Florida, US He was an economist in the department of developing countries for the American company Data Resources Inc., McGraw Hill, London and Boston (1985), specializing in the construction of macro-econometric models, among others Algeria    and South Africa  Between 1986 and 1987 he was a researcher at the Institute of World Economics, Institut für Weltwirtschaft, in Kiel, Germany.  (Juan Carlos Herken Krauer)",1982-84,he,,,in Latin America,,contributor,,,
ousmane,Q5948357,16.0,"Between 1982-84 he was a regular contributor to many newspapers in Latin America, through the Agencia Latinoamerica, based in Miami, Florida, US He was an economist in the department of developing countries for the American company Data Resources Inc., McGraw Hill, London and Boston (1985), specializing in the construction of macro-econometric models, among others Algeria    and South Africa  Between 1986 and 1987 he was a researcher at the Institute of World Economics, Institut für Weltwirtschaft, in Kiel, Germany.  (Juan Carlos Herken Krauer)",1985,He,,for the American company Data Resources Inc.,London,,economist,,,
ousmane,Q5948357,16.0,"Between 1982-84 he was a regular contributor to many newspapers in Latin America, through the Agencia Latinoamerica, based in Miami, Florida, US He was an economist in the department of developing countries for the American company Data Resources Inc., McGraw Hill, London and Boston (1985), specializing in the construction of macro-econometric models, among others Algeria    and South Africa  Between 1986 and 1987 he was a researcher at the Institute of World Economics, Institut für Weltwirtschaft, in Kiel, Germany.  (Juan Carlos Herken Krauer)",,he,,"at the Institute of World Economics, Institut für Weltwirtschaft","in Kiel, Germany",,researcher,,,
ousmane,Q5948357,16.0,"Between 1982-84 he was a regular contributor to many newspapers in Latin America, through the Agencia Latinoamerica, based in Miami, Florida, US He was an economist in the department of developing countries for the American company Data Resources Inc., McGraw Hill, London and Boston (1985), specializing in the construction of macro-econometric models, among others Algeria    and South Africa  Between 1986 and 1987 he was a researcher at the Institute of World Economics, Institut für Weltwirtschaft, in Kiel, Germany.  (Juan Carlos Herken Krauer)",1986 and 1987,He,,,Algeria and South Africa,,specializing,,,
ousmane,Q81849398,10.0,"Daivathinte Makal (Daughter of God), her first collection of poetry, has been included in the syllabus of a course at the Department of Malayalam at Madras University.  (Vijayarajamallika)",,,included,at Madras University,,,,her first collection of poetry,,
ousmane,Q16633398,17.0,"Sami Said lives in Hägersten, Stockholm, with his wife, the literary critic Martina Lowden .  (Sami Said)",,Sami Said,,,in Hägersten,,lives,,,
ousmane,Q15146755,9.0,"After her PhD, Chutia continued her research at Dibrugarh University for another year as a CSIR-postdoctoral fellow.  (Joyanti Chutia)",for another year,Chutia,,at Dibrugarh University,,continued,research,,,
ousmane,Q27825849,11.0,"In 2013, in her role as an ambassador of MCHIP (Maternal and Child Health Integrated Program), she visited the communities of Amjiriganj and Nabiganj Upazilas, collecting background for the 50 success stories she is writing for the MaMoni Save the Children project.  (Shahnaz Munni)",In 2013,her,,of MCHIP (Maternal and Child Health Integrated Program),,,ambassador,,,
ousmane,Q27825849,11.0,"In 2013, in her role as an ambassador of MCHIP (Maternal and Child Health Integrated Program), she visited the communities of Amjiriganj and Nabiganj Upazilas, collecting background for the 50 success stories she is writing for the MaMoni Save the Children project.  (Shahnaz Munni)",In 2013,,,,Amjiriganj and Nabiganj Upazilas,,,,,
ousmane,Q27825849,11.0,"In 2013, in her role as an ambassador of MCHIP (Maternal and Child Health Integrated Program), she visited the communities of Amjiriganj and Nabiganj Upazilas, collecting background for the 50 success stories she is writing for the MaMoni Save the Children project.  (Shahnaz Munni)",,she,collecting,for the MaMoni,,,,,,
ousmane,Q816459,230.0,"A HUD spokesman said that no one present thought Carson ""was equating voluntary immigration with involuntary servitude"".  (Ben Carson)",,,,,,,,,,
ousmane,Q25539791,7.0,"He was inclined towards studying Islamic sciences, and completed the traditional dars-e-nizami at the Madrasa Bait-ul-Uloom in Sarai Mir in four years.  (Hakim Muhammad Akhtar)",in four years,He,,at the Madrasa Bait-ul-Uloom,in Sarai Mir,,studying,,,
ousmane,Q25539791,7.0,"He was inclined towards studying Islamic sciences, and completed the traditional dars-e-nizami at the Madrasa Bait-ul-Uloom in Sarai Mir in four years.  (Hakim Muhammad Akhtar)",in four years,He,completed,at the Madrasa Bait-ul-Uloom,in Sarai Mir,,,,,
ousmane,Q5241313,54.0,"Wright participated in the 2006 Major League Baseball Japan All-Star Series along with teammates José Reyes, Julio Franco, and John Maine.  (David Wright)",in the 2006,Wright,,,Japan,,participated,,,
ousmane,Q22687412,7.0,"In 2003 he obtained a doctorate degree in Arabic language and literature from the Lebanese University, specializing in Renaissance literature, after he submitted his thesis ""Love and death from the perspective of the biography between Egypt and Lebanon"" under the supervision of Dr. Antoine Maalouf, he got 17 out of 20 and was rated very well.  (Joseph Lebbos)",In 2003,,obtained,from the Lebanese University,,,,he,,
ousmane,Q22687412,7.0,"In 2003 he obtained a doctorate degree in Arabic language and literature from the Lebanese University, specializing in Renaissance literature, after he submitted his thesis ""Love and death from the perspective of the biography between Egypt and Lebanon"" under the supervision of Dr. Antoine Maalouf, he got 17 out of 20 and was rated very well.  (Joseph Lebbos)",,he,got,from the Lebanese University,,,,,,
ousmane,Q42336680,9.0,Pillai is known for his debut non-fiction The Ivory Throne: Chronicles of the House of Travancore for which he won the Sahitya Akademi Yuva Puraskar in 2017.   (Manu S. Pillai),in 2017,Pillai,,,,,known,,,
ousmane,Q42336680,9.0,Pillai is known for his debut non-fiction The Ivory Throne: Chronicles of the House of Travancore for which he won the Sahitya Akademi Yuva Puraskar in 2017.   (Manu S. Pillai),in 2017,he,won,,,,,,,
ousmane,Q7238560,23.0,"Joshi is known for creating brand-building work for multinational brands including Nestle, Coca cola, Microsoft, Mastercard, L’Oréal, Intel X Box, Reckitt Benckiser, Unilever, Perfetti, J&J, as well as Indian Brands like Britannia, Saffola, Dabur, ITC foods, TVS motors, Reliance, Reliance Jio, Paytm, RadioMirchi, and media brands like  NDTV India (Sach dikhate hain hum), Times Now, CNBC, CNN IBN, and the Cannes-winning Thanda matlab Coca-Cola campaign with Aamir Khan.   (Prasoon Joshi)",,Joshi,,"Nestle, Coca cola, Microsoft, Mastercard, L’Oréal, Intel X Box, Reckitt Benckiser, Unilever, Perfetti, J&J",,,known,,,
ousmane,Q273233,221.0,"The document asserted that the United States federal government, by its failure to act against lynching in the United States, was ""guilty of genocide"" under Article II of the UN Genocide Convention.  (Paul Robeson)",,,,,,,,,,
ousmane,Q2627089,40.0,"In 2013, Divakaruni wrote the libretto to a chamber opera for Houston Grand Opera, River of Light, about the life of an Indian woman in Houston.  (Chitra Banerjee Divakaruni)",In 2013,,wrote,Houston Grand Opera,in Houston,,,,,
ousmane,Q23893509,2.0,"Batalha wrote for the newspapers O Dia, O Globo and Extra.  (Martha Batalha)",,Batalha,,"O Dia, O Globo",,,wrote,,,
ousmane,Q4399874,67.0,"In September 2012, Barbosa was elected by ISTOÉ Gente one of the 25 sexiest women of Brazil.  (Marina Ruy Barbosa)",In September 2012,,elected,by ISTOÉ Gente,Brazil,,,Barbosa,,
ousmane,Q3187801,30.0,"The Dominican government through the Ministry of Economy, Planning and Development began a process of consulting and coordination with the participation of ""prime movers"" of the Dominican Republic, to define what would be the future of the country, leading to the preparation of a draft law to be submitted to the consideration of the Congress of the Dominican Republic for approval.  (Juan Temístocles Montás)",,,,,,,,,,
ousmane,Q13070148,9.0,"Following the military-led 2021 Myanmar coup d'état, the Myanmar Armed Forces appointed Chit Hlaing as Pe Myint's successor on 1 February 2021.  (Pe Myint)",,,,,,,,,,
ousmane,Q7841122,12.0,"The Village Voice placed it among the top 25 books of 1994, and the Before Columbus Foundation, in 1995, gave it an American Book Award.  (Tricia Rose)",of 1994,,placed,The Village Voice,,,,it,,
ousmane,Q7841122,12.0,"The Village Voice placed it among the top 25 books of 1994, and the Before Columbus Foundation, in 1995, gave it an American Book Award.  (Tricia Rose)",in 1995,,gave,Columbus Foundation,,,,it,,
ousmane,Q57402,103.0,"In the weeks before the November election, Ortega gave a U.N. speech denouncing talks held in Rio de Janeiro on electoral reform.  (Daniel Ortega)",In the weeks before the November,Ortega,denouncing,U.N.,in Rio de Janeiro,,,,,
ousmane,Q57402,103.0,"In the weeks before the November election, Ortega gave a U.N. speech denouncing talks held in Rio de Janeiro on electoral reform.  (Daniel Ortega)",,Ortega,gave,in Rio de Janeiro,,,,,,
ousmane,Q13119747,20.0,Sail received the Sahitya Akadami Award in Konkani language for his short story collection Taranga(तरंगा) in 1993.  (Mahabaleshwar Sail),in 1993,,received,,,,,Sail,,
ousmane,Q7461048,0.0,Shafiq-ur-Rahman (Urdu:  شفیق الرحمن‎) (9 November 1920 – 19 March 2000) was a Pakistani humorist and a short-story writer of Urdu language.  (Shafiq-ur-Rahman (humorist)),,Shafiq-ur-Rahman,,,,,writer,,,
ousmane,Q7461048,0.0,Shafiq-ur-Rahman (Urdu:  شفیق الرحمن‎) (9 November 1920 – 19 March 2000) was a Pakistani humorist and a short-story writer of Urdu language.  (Shafiq-ur-Rahman (humorist)),,Shafiq-ur-Rahman,,,,,humorist,,,
ousmane,Q7322658,12.0,"In a deal brokered between the Government of Cuba and the Roman Catholic Church, González and 51 other ""Black Spring"" political prisoners and their families were released and sent to Spain.  (Ricardo González Alfonso)",,,released,,Cuba,,,González,,
ousmane,Q7322658,12.0,"In a deal brokered between the Government of Cuba and the Roman Catholic Church, González and 51 other ""Black Spring"" political prisoners and their families were released and sent to Spain.  (Ricardo González Alfonso)",,,sent,,to Spain,,,González,,
ousmane,Q5620651,9.0,"After graduating from Stanford in 1990, instead of pursuing professional sports, he set his eyes on running for president of his native Equatorial Guinea with hopes of establishing freedom of speech, raising the standard of living and education.  (Gus Envela, Jr.)",in 1990,he,graduating,from Stanford,Equatorial Guinea,,,,,
ousmane,Q5620651,9.0,"After graduating from Stanford in 1990, instead of pursuing professional sports, he set his eyes on running for president of his native Equatorial Guinea with hopes of establishing freedom of speech, raising the standard of living and education.  (Gus Envela, Jr.)",in 1990,he,,,Equatorial Guinea,,pursuing,,,
ousmane,Q5620651,9.0,"After graduating from Stanford in 1990, instead of pursuing professional sports, he set his eyes on running for president of his native Equatorial Guinea with hopes of establishing freedom of speech, raising the standard of living and education.  (Gus Envela, Jr.)",,he,running,,Equatorial Guinea,,,,,
ousmane,Q12494572,7.0,"April 6, 2018, he participated in the meeting of the President of Indonesia Joko Widodo with a group of Indonesian writers in the State Palace in Jakarta.  (Lesik Kati Ara)","April 6, 2018",he,participated,,in Jakarta,,,,,
ousmane,Q5933883,3.0,"The son of a Spanish diplomat, he spent his childhood traveling from Portugal to France to Belgium and Morocco.  (Jomí García Ascot)",,he,traveling,from Portugal to France to Belgium and Morocco,,,,,,
ousmane,Q5933883,3.0,"The son of a Spanish diplomat, he spent his childhood traveling from Portugal to France to Belgium and Morocco.  (Jomí García Ascot)",,he,,,from Portugal to France to Belgium and Morocco,,spent,,,
ousmane,Q131814,340.0,"In the Soka Gakkai tradition, we are taught how to sing it.  (Tina Turner)",,,,,,,,,,
ousmane,Q291068,159.0,"She used her access to form a coalition of leaders from black organizations called the Federal Council of Negro Affairs, but which came to be known as the Black Cabinet.  (Mary McLeod Bethune)",,She,,the Federal Council of Negro Affairs,,,used,,,
ousmane,Q291068,159.0,"She used her access to form a coalition of leaders from black organizations called the Federal Council of Negro Affairs, but which came to be known as the Black Cabinet.  (Mary McLeod Bethune)",,She,form,the Black Cabinet,,,,,,
ousmane,Q291068,159.0,"She used her access to form a coalition of leaders from black organizations called the Federal Council of Negro Affairs, but which came to be known as the Black Cabinet.  (Mary McLeod Bethune)",,,,the Federal Council of Negro Affairs,,,called,a coalition,,
ousmane,Q291068,159.0,"She used her access to form a coalition of leaders from black organizations called the Federal Council of Negro Affairs, but which came to be known as the Black Cabinet.  (Mary McLeod Bethune)",,,,the Black Cabine,,,known,a coalition,,
ousmane,Q3660881,4.0,"Tawfiq wrote articles for the ""Culture"" section of the Qatar-based Ash-Sharq journal.  (Hasan Tawfiq)",,Tawfiq,,Ash-Sharq journal,Qatar,,wrote,,,
ousmane,Q3565066,3.0,"Wafaa Abed Al Razzaq participated in a lot of poetry festivals and in the foundation of: From the Dairy of the War Chilled, translated from Arabic to French by Hédia DRIDI, co-revised by Josyane De Jesus-Bergey et Mohamed Rafrafi and published by L'Harmattan Edition, Paris December 2008, with the title: Mémoires de l'enfant de la guerre – Ne volez pas ma voix.  (Wafaa Abed Al Razzaq)",,Wafaa Abed Al Razzaq,,From the Dairy of the War Chilled,,,participated,,,
ousmane,Q3565066,3.0,"Wafaa Abed Al Razzaq participated in a lot of poetry festivals and in the foundation of: From the Dairy of the War Chilled, translated from Arabic to French by Hédia DRIDI, co-revised by Josyane De Jesus-Bergey et Mohamed Rafrafi and published by L'Harmattan Edition, Paris December 2008, with the title: Mémoires de l'enfant de la guerre – Ne volez pas ma voix.  (Wafaa Abed Al Razzaq)",December 2008,,published,by L'Harmattan Edition,Paris,,,Mémoires de l'enfant de la guerre – Ne volez pas ma voix,,
ousmane,Q547996,28.0,"He is currently involved in teaching AIDS awareness to children and education in the use of condoms, travelling to schools all over South Africa to spread the message of safe, responsible sex.  (Pieter-Dirk Uys)",,He,,,all over South Africa,,involved,,,
ousmane,Q547996,28.0,"He is currently involved in teaching AIDS awareness to children and education in the use of condoms, travelling to schools all over South Africa to spread the message of safe, responsible sex.  (Pieter-Dirk Uys)",,He,travelling,,all over South Africa,,,,,
ousmane,Q547996,28.0,"He is currently involved in teaching AIDS awareness to children and education in the use of condoms, travelling to schools all over South Africa to spread the message of safe, responsible sex.  (Pieter-Dirk Uys)",,He,,,all over South Africa,,spread,,,
ousmane,Q2876541,3.0,"He is regarded as one of the Promoción del 50, a group of 1950's poets, mainly from the Academia Universitaria and the Faculty of Philosophy in Asunción who wrote socially engaged poetry during Alfredo Stroessner's dictatorship (1954–1989).   (José Ricardo Mazó)",,,,the Academia Universitaria,Asunción,,,He,regarded,
ousmane,Q2876541,3.0,"He is regarded as one of the Promoción del 50, a group of 1950's poets, mainly from the Academia Universitaria and the Faculty of Philosophy in Asunción who wrote socially engaged poetry during Alfredo Stroessner's dictatorship (1954–1989).   (José Ricardo Mazó)",,a group of 1950's poets,wrote,from the Academia Universitaria,in Asunción,,,,,
ousmane,Q7261349,11.0,"His first solo painting exhibition was held in British Council, Kolkata in 1982.  (Purnendu Pattrea)",in 1982,,held,in British Council,Kolkata,,,His first solo painting exhibition,,
ousmane,Q17300342,17.0,"In 2008, she was named the Shirley Carter Burden Visiting Professor of Photography at Harvard University.  (Catherine Lord)",In 2008,,named,at Harvard University,,,,she,,
ousmane,Q3416439,7.0,"She also worked for the Rajiv Gandhi Foundation, where she started up the Interact project for the education of the children of the victims of terrorism in different parts of India.  (Radhika Jha)",,She,,for the Rajiv Gandhi Foundation,,,worked,,,
ousmane,Q3416439,7.0,"She also worked for the Rajiv Gandhi Foundation, where she started up the Interact project for the education of the children of the victims of terrorism in different parts of India.  (Radhika Jha)",,she,,Rajiv Gandhi Foundation,in different parts of India,started,,,,
ousmane,Q1975502,25.0,In 1995 he was re-elected to the Armenian Parliament as a leader of the UNSD faction.  (Paruyr Hayrikyan),In 1995,,was re-elected,to the Armenian Parliament,,,,he,,
ousmane,Q27783614,24.0,"As it made its way southward toward Saigon, the dish became sweeter and spicier and more cosmopolitan, with custom additions of sauces and herbs, representing the more capitalist influences of the commercialized south.  (Andrea Nguyen)",,,,,,,,,,
ousmane,Q244968,200.0,"Indian officials who attended the funeral included central minister Subodh Kant Sahay; Vishwa Hindu Parishad (VHP) leader Ashok Singhal; and former Uttar Pradesh assembly speaker and state BJP leader Keshri Nath Tripathi, as well as top local officials.  (Maharishi Mahesh Yogi)",,,,,,,,,,
ousmane,Q217154,100.0,"Mousavi criticized the then-current conservative President, Mahmoud Ahmadinejad, for his alleged economic mismanagement, asking, when Iran ""was making profits from the high prices of oil, did he (Ahmadinejad) envisage a situation when the prices would fall?""  (Mir-Hossein Mousavi)",,Mousavi,,,,,,,criticized,
ousmane,Q1377706,33.0,"After a brief time in Toronto, he moved to Temagami (Tema-Augama), Northern Ontario, where he worked as a fur trapper, a wilderness guide at Keewaydin camp, and a forest ranger.  (Grey Owl)",,he,moved,,to Temagami,,,,,
ousmane,Q1377706,33.0,"After a brief time in Toronto, he moved to Temagami (Tema-Augama), Northern Ontario, where he worked as a fur trapper, a wilderness guide at Keewaydin camp, and a forest ranger.  (Grey Owl)",,he,,,Temagami,,worked,,,
ousmane,Q1377706,33.0,"After a brief time in Toronto, he moved to Temagami (Tema-Augama), Northern Ontario, where he worked as a fur trapper, a wilderness guide at Keewaydin camp, and a forest ranger.  (Grey Owl)",,he,,,in Toronto,,brief time,,,
ousmane,Q93356,103.0,He was on holiday in Greece with his wife when the news broke.  (Seamus Heaney),,He,,,in Greece,,was,,,
ousmane,Q130631,187.0,Alan Bass was responsible for several early translations; Bennington and Peggy Kamuf have continued to produce translations of his work for nearly twenty years.  (Jacques Derrida),,,,,,,,,,
ousmane,Q98593460,5.0,Neal started modeling for Shiseido and Pond's skin-care ads.  (Diane M. Burns),,,,,,,,,,
ousmane,Q555578,56.0,Many Mexican celebrities and Chespirito's former co-stars took to Twitter to express their feelings and send their condolences to Chespirito's widow and family.  (Chespirito),,,,,,,,,,
ousmane,Q171905,79.0,"On October 7, the RCA Music Group announced that it was disbanding J Records along with Arista Records and Jive Records, meaning that all artists (including Foxx) previously signed to the three labels will release their future material on the RCA Records brand.  (Jamie Foxx)",,,,,,,,,,
ousmane,Q278075,7.0,"On finishing school, he won the first prize in an all-India essay competition on the Tokyo Olympics.  (Prakash Karat)",,he,won,on the Tokyo Olympics,India,,,,,
ousmane,Q187413,317.0,"She said (speaking of the three leaders who received the reward on this day): ""All three leaders have been staunch allies of the United States, particularly in combating terrorism"".  (Álvaro Uribe Vélez)",,She,,,of the United States,,staunch,,said,
ousmane,Q59630831,5.0,"While a student, he joined the Seaman's Union.  (John Gordon Davis)",,he,,the Seaman's Union,,,joined,,,
ousmane,Q7286238,66.0,"Douglas R. Groothuis, professor of philosophy at Denver Seminary, says that ""Yoga was a Hindu practice structured to help people attain a higher spiritual state within, and that is incompatible with Christian teachings"", further he adds, ""I don't think Christian Yoga works, It's an oxymoron"".  (Rajiv Malhotra)",,,,,,,,,,
ousmane,Q13564524,9.0,He had written many poems about river Pamba since he spent his childhood days playing on the shores of Pampa.  (Nellikkal Muraleedharan),,He,,,,,written,,,
ousmane,Q13564524,9.0,He had written many poems about river Pamba since he spent his childhood days playing on the shores of Pampa.  (Nellikkal Muraleedharan),,he,,,,spent,childhood,,,
ousmane,Q3632568,17.0,This book is included in the University of Mumbai's syllabus.  (Shantabai Kamble),,,,,,,,,,
ousmane,Q274060,31.0,"In 1986 she set out for England, where she worked as a Cultural Associate in the Mexican Embassy in London, until 1988.  (Margo Glantz)",In 1986,she,out,,for England,,,,,
ousmane,Q274060,31.0,"In 1986 she set out for England, where she worked as a Cultural Associate in the Mexican Embassy in London, until 1988.  (Margo Glantz)",until 1988,she,,in the Mexican Embassy,in London,,worked,,,
ousmane,Q33979070,18.0,"She went for further studies at the University of Nigeria, (UNN), Nsukka, Enugu, graduating with a bachelor's degree (Second-Class Upper Division) in Education and English.   (Joy Chinwe Eyisi)",,She,,"at the University of Nigeria, (UNN), Nsukka, Enugu",,went,studies,,,
ousmane,Q33979070,18.0,"She went for further studies at the University of Nigeria, (UNN), Nsukka, Enugu, graduating with a bachelor's degree (Second-Class Upper Division) in Education and English.   (Joy Chinwe Eyisi)",,She,,"at the University of Nigeria, (UNN), Nsukka, Enugu",,,graduating,,,
ousmane,Q3645559,3.0,"They currently reside in Los Angeles, United States.  (Bruna Lombardi)",,They,,,"in Los Angeles, United States",,reside,,,
ousmane,Q6372439,50.0,"DeLilah Mosby and her daughter, Selma, meet difficulties with backbone and resolve to make a home for themselves in the city, and Selma has a baby, Chloe.  (Karla F.C. Holloway)",,,,,,,,,,
ousmane,Q5415581,17.0,"With her he had four children: Tifara, Eva, Rachel, and Evan ""Mose"" Hyde (DJ and manager of Krem Television).  (Evan X Hyde)",,he,,,,,had,,,
ousmane,Q16185257,6.0,"His most notable works include two poems, Tab Tumhari Nishtha Kya Hogi and Shambook, besides a criticism titled Philosophy of Dalit Literature.  (Kanwal Bharti)",,,,,,,,,,
ousmane,Q20882463,11.0,His parents were British expatriates living in Nigeria where his father was a Methodist lay preacher who travelled around the country evangelising.  (Malcolm Guite),,,,,,,,,,
ousmane,Q4700421,13.0,"Besides he has worked as an honorary editor of Malayalam Publications and Olive Publications, Kozhikode.  (Akbar Kakkattil)",,he,,of Malayalam Publications and Olive Publications,Kozhikode,,worked,,,
ousmane,Q3082457,16.0,"In the summer of 2000, Aslan and fellow writer Hamdi Abu Golail were subjected to a lawsuit by a maverick Islamist lawyer following a campaign of agitation by the newspaper Al-Shaab.  (Ibrahim Aslan)",In the summer of 2000,Aslan,subjected,the newspaper Al-Shaab,,,,,,
ousmane,Q1331214,21.0,The Tantanoola Tiger is set in southeast South Australia in 1900.  (Elizabeth Haran),,,,,,,,,,
ousmane,Q23020990,20.0,He was mentioned as a possible presidential pick after the NLD won a sweeping victory in the 2015 general election.  (Htin Kyaw),in the 2015,He,mentioned,NLD,,,,,,
ousmane,Q7357167,22.0,"In 2007, Visor Editores from Spain published his ""Poesía Completa"".  (Rodolfo Hinostroza)",In 2007,,published,Visor Editores,from Spain,,,"his ""Poesía Completa""",,
ousmane,Q6003114,37.0,"Moreno's stories, including the first lines of the final text, were compiled in the volume Cuentos Completos, published by Editorial Norma in 2001, within the collection La Otra Orilla.  (Marvel Moreno)",,,,,,,compiled,Moreno's stories,,
ousmane,Q6003114,37.0,"Moreno's stories, including the first lines of the final text, were compiled in the volume Cuentos Completos, published by Editorial Norma in 2001, within the collection La Otra Orilla.  (Marvel Moreno)",in 2001,Moreno's stories,published,by Editorial Norma,,,,,,
ousmane,Q20740929,29.0,"In the fall of 2010, Hamilton served as a Public Media Corps (PMC) Fellow which allowed her to promote social media tools to underserved communities.  (Robin N. Hamilton)",In the fall of 2010,Hamilton,,,,,served,,,
ousmane,Q20740929,29.0,"In the fall of 2010, Hamilton served as a Public Media Corps (PMC) Fellow which allowed her to promote social media tools to underserved communities.  (Robin N. Hamilton)",In the fall of 2010,Hamilton,,,,,promote,,,
ousmane,Q4850059,17.0,He was made the Producer Emeritus of Akashavani in 1982.  (Balantrapu Rajanikanta Rao),in 1982,He,made,of Akashavani,,,,,,
ousmane,Q4832510,10.0,Twilight is published by Text Publishing in Australia and by Viking Penguin in the United States and India.  (Azhar Abidi),,,,,,,,,,
ousmane,Q3613634,3.0,He graduated with a degree in philosophy from the University of Algiers.  (Amara Lakhous),,He,,from the University of Algiers,,,graduated,,,
ousmane,Q3780447,2.0,"Barros was born in Cuiabá, and is regarded by critics as one of the great names of contemporary Brazilian poetry, and by many authors he has been considered the greatest living poet from Brazil.  (Manoel de Barros)",,Barros,born,,in Cuiabá,,,,,
ousmane,Q3780447,2.0,"Barros was born in Cuiabá, and is regarded by critics as one of the great names of contemporary Brazilian poetry, and by many authors he has been considered the greatest living poet from Brazil.  (Manoel de Barros)",,Barros,,,from Brazil,,regarded,,,
ousmane,Q3780447,2.0,"Barros was born in Cuiabá, and is regarded by critics as one of the great names of contemporary Brazilian poetry, and by many authors he has been considered the greatest living poet from Brazil.  (Manoel de Barros)",,Barros,,,from Brazil,,considered,,,
ousmane,Q6177145,1.0,"Jefferson resides in Portland, Oregon.  (Jemiah Jefferson)",,Jefferson,,,"in Portland, Oregon",,resides,,,
ousmane,Q188803,110.0,"From November 1974 through December 1983, 49 consecutive heterotopic heart transplants on 43 patients were performed at Groote Schuur.  (Christiaan Barnard)",,,,,,,,,,
ousmane,Q48868,60.0,This is a theme Illouz has developed especially since becoming a member of the Center for the Study for Rationality at the Hebrew University in 2006.  (Eva Illouz),in 2006,Illouz,,at the Hebrew University,,,developed,,,
ousmane,Q48868,60.0,This is a theme Illouz has developed especially since becoming a member of the Center for the Study for Rationality at the Hebrew University in 2006.  (Eva Illouz),in 2006,Illouz,,at the Hebrew University,,becoming,member,,,
ousmane,Q1372674,179.0,"He founded the Council for Black Education and Research, an independent project for alternative education involving young adults.  (Es'kia Mphahlele)",,He,founded,the Council for Black Education and Research,,,,,,
ousmane,Q3546717,9.0,"In 1992, Dong Abay, Eric Gancio and Larry Mapolon met in Patatag, a progressive vocal ensemble.  (Dong Abay)",In 1992,Dong Abay,met,progressive vocal ensemble,,,,,,
ousmane,Q2214373,2.0,"A pensioner at the French Academy in Rome in 2005, he now lives and works in Paris.  (Salim Bachi)",in 2005,he,,at the French Academy,in Rome,,pensioner,,,
ousmane,Q2214373,2.0,"A pensioner at the French Academy in Rome in 2005, he now lives and works in Paris.  (Salim Bachi)",,he,,,in Paris,,lives,,,
